% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.756574751e+03 +1.756574751e+03 +1.849514751e+03 +1.849514751e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
19 +1.679671558e+03 +1.679671558e+03 +1.772611558e+03 +1.772611558e+03 -1.0265e+00 -5.1227e-01 -1.2147e+00 -1.1681e+00 +1.5996e-01 +2.0706e+00 -4.0078e+00 -1.0560e+00 +1.4175e+00 +1.3783e+00 +2.1583e+00 -5.4447e-01 -2.4601e+00 -4.3570e-01 +1.4502e+00 -2.1577e-01 -1.3429e+00 +1.1324e+00 +4.8009e-01 +1.2272e+00
27 +1.643476621e+03 +1.643476621e+03 +1.736416621e+03 +1.736416621e+03 -3.2433e+00 +1.7488e+00 +5.2896e-01 +2.1763e-01 -9.0924e-01 +3.1097e+00 -2.6366e+00 -2.2591e-01 +1.3706e+00 +1.8214e+00 +9.2131e-01 +2.7429e-02 -2.2823e+00 -4.1009e-01 +1.6605e+00 -3.8115e-03 -1.2504e+00 +1.0139e+00 +1.4967e+00 +7.8682e-02
32 +1.331719151e+03 +1.331719151e+03 +1.424659151e+03 +1.424659151e+03 -2.3933e+00 +4.3258e-01 +5.5107e-01 +3.0776e+00 -1.8446e+00 +1.3905e+00 -1.7654e+00 +9.0396e-01 +4.2557e-01 +6.8521e-01 +4.5864e-01 -8.6377e-01 -1.3530e+00 -1.8671e+00 +1.2485e+00 +3.9305e-01 +6.2281e-01 -8.4228e-02 +4.5583e-01 +1.7733e+00
41 +1.153752981e+03 +1.153752981e+03 +1.246692981e+03 +1.246692981e+03 -3.6004e+00 -1.0641e+00 -4.4632e-01 +5.8270e-01 -6.8909e-01 +2.0711e+00 -2.7038e+00 -5.0209e-01 +8.7386e-01 +1.6166e+00 +2.2373e+00 -2.3193e+00 +1.0224e+00 -2.0155e+00 +2.5592e+00 -5.7130e-01 -3.1294e-01 +3.5399e-01 +2.1512e+00 -7.6119e-01
42 +1.140911460e+03 +1.140911460e+03 +1.233851460e+03 +1.233851460e+03 -5.0809e+00 -4.7326e-01 +1.1129e+00 +1.2693e+00 -6.5782e-01 +7.9084e-01 -1.8122e+00 -6.5881e-02 +5.3698e-01 +1.5222e+00 +1.5332e+00 -2.7256e+00 +2.7485e-01 -2.7485e+00 +2.6549e+00 +9.3137e-01 +1.5370e+00 -1.2233e+00 +2.3930e+00 -2.0313e+00
44 +9.930645022e+02 +9.930645022e+02 +1.086004502e+03 +1.086004502e+03 -2.2953e+00 -4.5678e-01 +3.6996e-01 +2.1828e+00 -8.3010e-01 +2.7421e+00 -1.7864e+00 -1.1710e-01 -1.9574e-01 +8.4688e-02 -2.1067e-01 -1.6832e+00 +3.7074e-01 -1.7062e+00 +1.5611e+00 -7.2049e-01 -1.4693e-01 -3.2059e-01 +2.3041e+00 -1.7861e+00
47 +8.422425085e+02 +8.422425085e+02 +9.351825085e+02 +9.351825085e+02 -1.7592e+00 -6.0682e-01 +2.3846e-01 +5.3046e-01 -1.2302e+00 +2.0823e+00 -7.7222e-01 -6.3095e-01 +3.8227e-01 +1.1163e+00 +9.2865e-01 -3.3527e+00 +9.8059e-01 -1.3181e+00 +2.5138e+00 -4.0364e-01 +2.4054e-01 -1.8764e-01 +2.7930e+00 -6.2691e-01
48 +7.698551896e+02 +7.698551896e+02 +8.627951896e+02 +8.627951896e+02 -3.4347e+00 -3.8479e-01 +5.3051e-01 +1.3908e+00 -3.8331e-01 +2.8328e+00 -1.6281e+00 +2.9235e-01 +2.7049e-01 +1.9854e+00 +4.1083e-01 -2.3665e+00 +1.0369e+00 -1.9853e+00 +3.5743e+00 -3.2539e-01 +6.1812e-01 +2.7670e-01 +3.2052e+00 -1.6878e+00
56 +6.975365161e+02 +6.975365161e+02 +7.904765161e+02 +7.904765161e+02 -3.7725e+00 -1.9023e+00 -2.9361e-03 +6.9806e-01 -5.1543e-01 +3.2265e+00 -6.2424e-01 -1.1604e+00 +2.5603e+00 +1.7941e+00 +1.7601e+00 -3.1211e+00 +4.0441e+00 -2.2406e+00 +3.7000e+00 -7.5698e-01 +2.4437e+00 +9.5920e-01 +2.3105e+00 -2.1009e+00
