% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.295649521e+07 +1.295649521e+07 +1.295644027e+07 +1.295644027e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +9.520611655e+06 +9.520611655e+06 +9.520556715e+06 +9.520556715e+06 -4.4385e+00 -5.3931e+00 -5.6996e+00 +4.4628e+00 +2.7986e+00 +1.6540e-01 -5.4354e-01 +5.5309e+00 +6.2147e-01 -1.6582e+00
17 +6.499120788e+06 +6.499120788e+06 +6.499065848e+06 +6.499065848e+06 -3.9611e+00 -4.5793e+00 -5.1391e+00 +5.1215e+00 +2.5713e+00 +4.4352e-01 -3.4475e-01 +3.4630e+00 -1.6149e-01 -9.2415e-01
22 +6.207319010e+06 +6.207319010e+06 +6.207264070e+06 +6.207264070e+06 -3.8401e+00 -5.7351e+00 -5.5646e+00 +4.6099e+00 +2.1795e+00 +1.8776e+00 -7.0062e-01 +3.5727e+00 +4.3688e-01 -4.4389e-01
24 +4.097464781e+06 +4.097464781e+06 +4.097409841e+06 +4.097409841e+06 -3.0442e+00 -2.4183e+00 -4.5142e+00 +4.9820e+00 +3.4278e+00 -8.4405e-02 -1.4663e+00 +4.3961e+00 -9.0451e-01 -1.8917e+00
27 +4.023710112e+06 +4.023710112e+06 +4.023655172e+06 +4.023655172e+06 -3.6304e+00 -2.3434e+00 -4.9545e+00 +5.7502e+00 +1.7847e+00 +7.7418e-01 -1.5915e+00 +6.3270e+00 -7.7953e-01 -1.6109e+00
33 +2.445448055e+06 +2.445448055e+06 +2.445393115e+06 +2.445393115e+06 -5.3138e+00 -1.4592e+00 -3.0377e+00 +5.4301e+00 +6.9523e-01 +8.8993e-01 -2.4386e+00 +5.7937e+00 +1.3168e+00 -4.7017e-01
39 +9.156237953e+05 +9.156237953e+05 +9.155688553e+05 +9.155688553e+05 -3.4701e+00 -1.3149e+00 -4.1218e+00 +6.5724e+00 +1.9218e+00 +7.5536e-01 -3.0297e+00 +4.4203e+00 -2.8974e-01 +3.0937e-01
42 +1.448731017e+05 +1.448731017e+05 +1.448181617e+05 +1.448181617e+05 -2.0332e+00 -2.1867e-01 -3.5699e+00 +6.2221e+00 +1.9953e+00 +1.3786e+00 -3.8462e+00 +3.3655e+00 -5.0949e-01 +1.6388e+00
112 +1.389977563e+05 +1.389977563e+05 +1.389428163e+05 +1.389428163e+05 -5.1059e+00 +1.0798e+00 -3.8725e+00 +2.4284e+00 +4.6418e+00 +1.4903e+00 -3.8982e+00 +2.5861e+00 -1.6449e+00 +2.4998e+00
153 +1.237506435e+05 +1.237506435e+05 +1.236957035e+05 +1.236957035e+05 -7.5130e+00 +2.9423e+00 -4.0994e+00 +1.6989e+00 +4.5111e+00 +3.4070e+00 -4.3328e+00 +3.0928e+00 -1.5321e+00 -2.6880e+00
296 +7.370116581e+04 +7.370116581e+04 +7.364622581e+04 +7.364622581e+04 -8.2566e+00 +1.7602e+00 -2.9215e+00 +5.4710e+00 +5.6114e+00 -3.0649e-01 -3.9974e+00 +8.0972e-02 +1.5312e+00 -6.1163e+00
342 +6.709138198e+04 +6.709138198e+04 +6.703644198e+04 +6.703644198e+04 -4.5353e+00 -6.4336e-01 -6.0699e-01 +8.4736e+00 +5.1926e+00 -2.4697e-01 -2.4967e-01 -1.0674e+00 +2.5654e-01 -5.2532e+00
681 +5.746474094e+04 +5.746474094e+04 +5.740980094e+04 +5.740980094e+04 -4.0580e+00 +1.5990e+00 +3.7509e+00 +3.5423e+00 +7.0030e+00 -9.3953e-01 +1.8777e+00 -1.1922e+00 +1.3997e-01 -5.6000e+00
2208 +5.534451151e+04 +5.534451151e+04 +5.528957151e+04 +5.528957151e+04 -4.0843e+00 -4.0492e+00 +3.4428e+00 -1.1736e+00 +7.2744e-01 +5.8087e+00 -4.5294e+00 -7.1956e+00 +3.3931e-01 -6.5779e+00
2303 +3.881344672e+04 +3.881344672e+04 +3.875850672e+04 +3.875850672e+04 -3.6107e+00 -4.4456e+00 +4.4322e+00 -2.1325e+00 +5.2822e-02 +5.1387e+00 -4.6378e+00 -7.4012e+00 -1.3869e-01 -3.9724e+00
2333 +2.647556911e+04 +2.647556911e+04 +2.642062911e+04 +2.642062911e+04 -3.4173e+00 -5.1660e+00 +3.7335e+00 -5.9902e-01 +5.3707e-01 +5.7712e+00 -3.4820e+00 -7.4672e+00 -1.8787e+00 -4.0225e+00
2429 +2.065751450e+04 +2.065751450e+04 +2.060257450e+04 +2.060257450e+04 -3.5852e+00 -4.6636e+00 +3.3578e+00 +3.6293e-01 +6.1452e-01 +5.7805e+00 -3.0208e+00 -6.0079e+00 -1.2576e+00 -4.3142e+00
3428 +1.158920206e+04 +1.158920206e+04 +1.153426206e+04 +1.153426206e+04 -2.9854e+00 -3.9998e+00 +2.2024e+00 +5.1613e-01 +3.2023e-01 +5.9911e+00 -3.8395e+00 -3.6376e+00 +1.0371e+00 -4.1527e+00
3763 +8.166023270e+03 +8.166023270e+03 +8.111083270e+03 +8.111083270e+03 -5.4773e+00 -3.5588e+00 +1.2565e+00 +7.5730e-01 +2.2774e-01 +6.5609e+00 -3.8452e+00 -3.2525e+00 -2.4347e+00 -4.3277e+00
4887 +7.277403731e+03 +7.277403731e+03 +7.222463731e+03 +7.222463731e+03 -5.9963e-02 -3.7737e+00 +1.4753e+00 -1.3209e+00 +8.5328e-01 +6.1001e+00 -3.4848e+00 -2.7797e+00 -8.2084e-01 +1.9864e+00
4906 +6.462692151e+03 +6.462692151e+03 +6.407752151e+03 +6.407752151e+03 -2.3051e-01 -3.5028e+00 +1.5509e+00 -1.1645e+00 +1.0687e+00 +6.0954e+00 -3.2636e+00 -2.2378e+00 -4.7236e-01 +1.9907e+00
4925 +6.071620656e+03 +6.071620656e+03 +6.016680656e+03 +6.016680656e+03 -3.4684e-01 -3.4595e+00 +1.5676e+00 -1.9524e+00 +7.7297e-01 +6.4563e+00 -3.8008e+00 -2.4542e+00 -3.7542e-01 +1.9368e+00
5127 +5.616497248e+03 +5.616497248e+03 +5.561557248e+03 +5.561557248e+03 -8.6262e-01 -3.5973e+00 +1.2781e+00 -2.2169e+00 +4.4992e-01 +6.8881e+00 -4.2276e+00 -2.5052e+00 -9.2114e-01 +2.2022e+00
5318 +4.975424834e+03 +4.975424834e+03 +4.920484834e+03 +4.920484834e+03 -7.1871e-02 -3.7781e+00 +1.1925e+00 -2.6785e+00 +3.9687e-01 +6.6651e+00 -4.4066e+00 -2.8415e+00 -1.2422e+00 +3.5490e+00
7973 +4.880362393e+03 +4.880362393e+03 +4.825422393e+03 +4.825422393e+03 -2.3134e+00 -4.0303e+00 +5.6573e-01 -3.3499e+00 -7.5660e-01 +7.8663e+00 -6.3117e+00 -3.0911e+00 -4.5364e-01 +1.4676e+00
7980 +4.717029609e+03 +4.717029609e+03 +4.662089609e+03 +4.662089609e+03 -2.2785e+00 -4.1415e+00 +6.4570e-01 -3.1143e+00 -8.8842e-01 +7.6978e+00 -6.3906e+00 -3.3541e+00 -5.0285e-01 +1.4187e+00
8973 +4.665322548e+03 +4.665322548e+03 +4.610382548e+03 +4.610382548e+03 -2.8036e+00 -3.8781e+00 +7.0423e-01 -2.6875e+00 -8.4609e-01 +7.7156e+00 -6.0717e+00 -2.9629e+00 -8.0828e-01 +6.3820e-01
9878 +4.447918147e+03 +4.447918147e+03 +4.392978147e+03 +4.392978147e+03 -2.4075e+00 -3.9365e+00 +5.8263e-01 -2.5906e+00 -7.1852e-01 +7.4924e+00 -6.1735e+00 -3.0158e+00 -1.1807e-01 +7.6208e-01
10040 +4.345931951e+03 +4.345931951e+03 +4.290991951e+03 +4.290991951e+03 -2.3883e+00 -4.0904e+00 +4.9751e-01 -2.5512e+00 -7.6204e-01 +7.7562e+00 -6.0565e+00 -2.9450e+00 -3.6097e-01 +8.7829e-01
10064 +4.096122875e+03 +4.096122875e+03 +4.041182875e+03 +4.041182875e+03 -2.4649e+00 -4.0534e+00 +4.8999e-01 -2.4329e+00 -7.5988e-01 +7.6959e+00 -6.0066e+00 -2.8827e+00 -5.1307e-01 +8.8270e-01
10320 +3.958466119e+03 +3.958466119e+03 +3.903526119e+03 +3.903526119e+03 -2.3784e+00 -4.0568e+00 +6.3191e-01 -2.6568e+00 -6.4270e-01 +7.7264e+00 -5.8346e+00 -3.0742e+00 -8.9688e-01 +9.8509e-01
10371 +3.791049463e+03 +3.791049463e+03 +3.736109463e+03 +3.736109463e+03 -2.4863e+00 -4.0569e+00 +6.2668e-01 -2.8179e+00 -6.4135e-01 +7.7901e+00 -5.8406e+00 -3.0722e+00 -1.1126e+00 +1.1433e+00
10372 +3.700837861e+03 +3.700837861e+03 +3.645897861e+03 +3.645897861e+03 -2.4659e+00 -4.0573e+00 +5.9288e-01 -2.8044e+00 -6.5763e-01 +7.7978e+00 -5.8599e+00 -3.0518e+00 -1.1846e+00 +1.2369e+00
10478 +3.575028948e+03 +3.575028948e+03 +3.520088948e+03 +3.520088948e+03 -2.4991e+00 -4.1158e+00 +5.6673e-01 -2.3024e+00 -6.2687e-01 +7.5176e+00 -5.7136e+00 -3.2244e+00 -1.5015e+00 +1.2070e+00
10521 +3.460209269e+03 +3.460209269e+03 +3.405269269e+03 +3.405269269e+03 -2.4343e+00 -4.1751e+00 +5.2761e-01 -2.5283e+00 -6.8421e-01 +7.7768e+00 -5.7524e+00 -3.1269e+00 -1.4492e+00 +1.2471e+00
10882 +3.284900019e+03 +3.284900019e+03 +3.229960019e+03 +3.229960019e+03 -2.0646e+00 -4.1920e+00 +5.3684e-01 -2.6773e+00 -5.8717e-01 +7.6752e+00 -5.6989e+00 -3.1712e+00 -1.5684e+00 +1.9439e+00
11191 +3.209181193e+03 +3.209181193e+03 +3.154241193e+03 +3.154241193e+03 -1.8646e+00 -4.1573e+00 +4.1448e-01 -2.6157e+00 -6.5359e-01 +7.7329e+00 -5.6791e+00 -2.8407e+00 -1.5168e+00 +2.2717e+00
11348 +3.106050131e+03 +3.106050131e+03 +3.051110131e+03 +3.051110131e+03 -2.0021e+00 -4.0966e+00 +3.4687e-01 -2.6295e+00 -5.5396e-01 +7.7651e+00 -5.6281e+00 -2.8017e+00 -1.5691e+00 +2.0781e+00
11493 +2.955127677e+03 +2.955127677e+03 +2.900187677e+03 +2.900187677e+03 -2.0715e+00 -4.0990e+00 +2.7728e-01 -2.4387e+00 -5.8839e-01 +7.7157e+00 -5.6365e+00 -2.7839e+00 -1.6560e+00 +2.0325e+00
11511 +2.950963940e+03 +2.950963940e+03 +2.896023940e+03 +2.896023940e+03 -2.1234e+00 -4.1096e+00 +3.0118e-01 -2.4784e+00 -5.9007e-01 +7.7178e+00 -5.6754e+00 -2.8497e+00 -1.6694e+00 +1.9928e+00
12067 +2.850252878e+03 +2.850252878e+03 +2.795312878e+03 +2.795312878e+03 -2.0805e+00 -4.1108e+00 +3.6236e-01 -2.2403e+00 -4.8297e-01 +7.5911e+00 -5.4607e+00 -2.7770e+00 -1.6098e+00 +1.8572e+00
12233 +2.810175057e+03 +2.810175057e+03 +2.755235057e+03 +2.755235057e+03 -2.0192e+00 -4.1004e+00 +2.9649e-01 -2.1256e+00 -4.8825e-01 +7.5061e+00 -5.4680e+00 -2.7796e+00 -1.6403e+00 +1.9544e+00
12857 +2.743396142e+03 +2.743396142e+03 +2.688456142e+03 +2.688456142e+03 -2.1046e+00 -4.0051e+00 +3.4032e-01 -2.2539e+00 -3.8929e-01 +7.4234e+00 -5.5078e+00 -2.8677e+00 -1.6616e+00 +1.9494e+00
13087 +2.637768086e+03 +2.637768086e+03 +2.582828086e+03 +2.582828086e+03 -2.1209e+00 -4.0005e+00 +1.6783e-01 -2.2108e+00 -4.8426e-01 +7.5257e+00 -5.5577e+00 -2.6865e+00 -1.8631e+00 +2.1592e+00
13100 +2.600765120e+03 +2.600765120e+03 +2.545825120e+03 +2.545825120e+03 -2.1160e+00 -3.9755e+00 +1.8814e-01 -2.2450e+00 -4.4352e-01 +7.4974e+00 -5.5563e+00 -2.7039e+00 -1.8239e+00 +2.1742e+00
13112 +2.562235981e+03 +2.562235981e+03 +2.507295981e+03 +2.507295981e+03 -2.1269e+00 -3.9279e+00 +1.3101e-01 -2.2616e+00 -4.0890e-01 +7.5003e+00 -5.5574e+00 -2.6493e+00 -1.8864e+00 +2.2588e+00
