% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.131124616e+02 +3.131124616e+02 +4.157224616e+02 +4.157224616e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +2.773352984e+02 +2.773352984e+02 +3.799452984e+02 +3.799452984e+02 +1.2796e+00 +1.7159e-01 -3.4035e-01 +9.5096e-01 -1.1888e+00 -1.0787e+00 -5.0262e-02 +7.2464e-01 -1.0810e+00 +5.0373e-01 +3.9727e-01 +1.3746e+00 +8.2269e-01 +1.3570e+00 +3.3766e-01 +5.4387e-01 +4.7614e-01 -1.1555e+00 +1.5749e+00 +9.9183e-01
97 +2.728757910e+02 +2.728757910e+02 +3.754857910e+02 +3.754857910e+02 +2.0047e-02 -1.5179e+00 -5.7784e-01 +3.0639e+00 -1.9957e+00 -1.4208e-01 -1.9919e+00 -1.0781e+00 -9.1861e-02 +1.7197e+00 -2.1241e+00 -5.8732e-01 +1.2058e+00 +3.9205e-01 -1.4571e+00 -1.5923e+00 -1.3072e+00 -4.3579e-01 +2.2901e+00 +1.7835e+00
111 +2.569673852e+02 +2.569673852e+02 +3.595773852e+02 +3.595773852e+02 -5.5123e-01 -1.1493e+00 -7.3304e-01 +3.3140e+00 -1.1632e+00 -5.6078e-01 -1.4580e+00 -1.9679e+00 +5.9619e-01 +1.0672e+00 -3.1791e+00 -8.8600e-01 +2.8288e-01 +1.0582e+00 -8.1170e-01 +2.2675e-01 -1.3261e+00 -1.1132e-01 +3.0318e+00 +1.6456e+00
1967 +2.400450896e+02 +2.400450896e+02 +3.426550896e+02 +3.426550896e+02 +2.1140e-01 +4.2952e+00 +7.0780e-01 +1.5566e+00 +5.3144e-02 -4.1329e-01 -9.6586e-01 -9.6909e-01 -3.9487e+00 +1.7928e-01 -1.2715e+00 -2.1868e+00 +6.8113e-01 +9.8712e-01 +4.4865e-01 -6.7112e-01 -9.7938e-01 -4.4502e-01 +2.2151e+00 +2.4510e+00
2222 +2.398038030e+02 +2.398038030e+02 +3.424138030e+02 +3.424138030e+02 +1.3951e+00 +2.9980e+00 +2.4342e-01 +1.7049e+00 -5.0018e-01 +1.0304e+00 -4.5710e-01 -1.8776e+00 -3.9967e+00 -6.2839e-01 -2.4462e+00 -1.8345e+00 +1.6000e-01 +1.5249e+00 +1.1306e-01 -1.1482e+00 -1.0750e+00 -1.5469e+00 +7.2579e-01 +1.5286e+00
2368 +2.229828466e+02 +2.229828466e+02 +3.255928466e+02 +3.255928466e+02 +8.9046e-01 +2.4512e+00 -3.7276e-01 +2.7730e+00 +4.2244e-01 -1.8275e-01 -8.7060e-01 -1.0180e+00 -2.7149e+00 -1.2550e+00 -3.0025e+00 -1.5185e+00 -3.2550e-01 +1.4142e+00 +6.5547e-02 -4.9310e-01 -8.9060e-01 -1.4544e+00 -5.1826e-01 +1.6424e+00
2516 +2.014901817e+02 +2.014901817e+02 +3.041001817e+02 +3.041001817e+02 +3.6939e-03 +2.2408e+00 -3.0767e-01 +2.2619e+00 +1.5806e-01 -4.8220e-01 -1.1046e+00 -1.0546e+00 -2.3081e+00 -8.1668e-01 -2.4646e+00 -1.6458e+00 -9.7108e-01 +1.2603e+00 +7.5749e-02 -4.3216e-01 -1.0638e+00 -9.7191e-01 +2.4413e-01 +1.3698e+00
2719 +1.865290791e+02 +1.865290791e+02 +2.891390791e+02 +2.891390791e+02 +3.1369e-01 +2.1188e+00 -7.7646e-01 +1.7841e+00 -3.7770e-01 +3.0495e-01 -9.4875e-01 -7.7036e-01 -1.8466e+00 -5.4522e-01 -2.4512e+00 -1.7686e+00 -1.1064e+00 +5.1862e-01 -5.1423e-01 -5.3524e-01 -6.6227e-01 -1.1569e+00 -1.5977e-01 +1.3607e+00
2742 +1.646860186e+02 +1.646860186e+02 +2.672960186e+02 +2.672960186e+02 +7.5582e-01 +2.2182e+00 -9.1471e-01 +1.8142e+00 -3.5450e-01 +2.4121e-01 -1.3677e+00 -7.6385e-01 -1.7781e+00 -4.0215e-01 -2.0737e+00 -1.7692e+00 -1.0344e+00 +6.1411e-01 -7.0898e-01 -5.9938e-01 -6.5717e-01 -1.4360e+00 -1.9973e-01 +1.2005e+00
3548 +1.598045246e+02 +1.598045246e+02 +2.624145246e+02 +2.624145246e+02 -3.8656e-01 +1.2774e+00 -1.0412e+00 +2.0404e+00 +1.6998e-01 -1.7222e+00 -1.9734e+00 -5.8409e-01 -1.6061e+00 +2.3958e-01 -2.4551e+00 -1.9660e+00 -1.5722e+00 +1.7216e+00 +5.0986e-02 -9.8784e-01 -8.9763e-01 -3.0548e+00 -1.0961e-01 +7.6471e-01
4838 +1.453441928e+02 +1.453441928e+02 +2.479541928e+02 +2.479541928e+02 +2.2147e-01 +1.6143e+00 -1.3691e+00 +1.2860e+00 -5.3156e-01 -6.9882e-01 -3.2194e+00 -1.0135e+00 -2.1332e+00 +3.2627e-01 -2.1255e+00 -1.7565e+00 -1.5300e+00 +2.4263e+00 +7.9557e-01 -1.1455e+00 -1.3697e+00 -4.8318e+00 +2.1334e-01 +1.3367e+00
4853 +1.425593245e+02 +1.425593245e+02 +2.451693245e+02 +2.451693245e+02 +2.0377e-01 +1.6154e+00 -1.3702e+00 +1.3065e+00 -5.3528e-01 -6.9736e-01 -3.2412e+00 -1.0099e+00 -2.1313e+00 +3.1924e-01 -2.1164e+00 -1.7565e+00 -1.5270e+00 +2.4290e+00 +7.9705e-01 -1.1654e+00 -1.3637e+00 -4.8083e+00 +2.3304e-01 +1.3436e+00
4870 +1.345821318e+02 +1.345821318e+02 +2.371921318e+02 +2.371921318e+02 +2.0758e-01 +1.6257e+00 -1.3735e+00 +1.3045e+00 -5.4730e-01 -6.9237e-01 -3.2439e+00 -1.0157e+00 -2.1263e+00 +3.2591e-01 -2.1209e+00 -1.7594e+00 -1.5240e+00 +2.4142e+00 +7.9566e-01 -1.1675e+00 -1.3553e+00 -4.8169e+00 +2.4095e-01 +1.3345e+00
5005 +1.304346877e+02 +1.304346877e+02 +2.330446877e+02 +2.330446877e+02 +2.1622e-01 +1.6291e+00 -1.3751e+00 +1.3007e+00 -5.2144e-01 -6.7003e-01 -3.2846e+00 -1.0318e+00 -2.1330e+00 +3.1312e-01 -2.1217e+00 -1.7514e+00 -1.5388e+00 +2.3949e+00 +8.0183e-01 -1.1526e+00 -1.3672e+00 -4.8035e+00 +2.1332e-01 +1.3373e+00
5032 +1.286933205e+02 +1.286933205e+02 +2.313033205e+02 +2.313033205e+02 +2.1805e-01 +1.6306e+00 -1.3682e+00 +1.3037e+00 -5.2533e-01 -6.6494e-01 -3.2787e+00 -1.0281e+00 -2.1308e+00 +3.1124e-01 -2.1224e+00 -1.7528e+00 -1.5398e+00 +2.4016e+00 +7.9214e-01 -1.1495e+00 -1.3655e+00 -4.8073e+00 +2.1342e-01 +1.3361e+00
5062 +1.247168271e+02 +1.247168271e+02 +2.273268271e+02 +2.273268271e+02 +2.1869e-01 +1.6299e+00 -1.3635e+00 +1.3014e+00 -5.2577e-01 -6.6247e-01 -3.2746e+00 -1.0273e+00 -2.1394e+00 +3.1834e-01 -2.1179e+00 -1.7508e+00 -1.5386e+00 +2.3945e+00 +7.9088e-01 -1.1541e+00 -1.3543e+00 -4.8018e+00 +2.2771e-01 +1.3307e+00
5109 +1.217481337e+02 +1.217481337e+02 +2.243581337e+02 +2.243581337e+02 +2.3006e-01 +1.6200e+00 -1.3611e+00 +1.3010e+00 -5.2238e-01 -6.7313e-01 -3.2712e+00 -1.0254e+00 -2.1353e+00 +3.1898e-01 -2.1144e+00 -1.7452e+00 -1.5421e+00 +2.3921e+00 +7.8596e-01 -1.1560e+00 -1.3433e+00 -4.7980e+00 +2.3363e-01 +1.3302e+00
5236 +1.200192184e+02 +1.200192184e+02 +2.226292184e+02 +2.226292184e+02 +2.2242e-01 +1.6245e+00 -1.3604e+00 +1.3025e+00 -5.1825e-01 -6.7438e-01 -3.2700e+00 -1.0231e+00 -2.1398e+00 +3.2357e-01 -2.1130e+00 -1.7540e+00 -1.5399e+00 +2.3984e+00 +7.9559e-01 -1.1615e+00 -1.3315e+00 -4.7964e+00 +2.2095e-01 +1.3290e+00
5302 +1.173817383e+02 +1.173817383e+02 +2.199917383e+02 +2.199917383e+02 +2.2334e-01 +1.6225e+00 -1.3597e+00 +1.2979e+00 -5.1202e-01 -6.7338e-01 -3.2609e+00 -1.0202e+00 -2.1384e+00 +3.2378e-01 -2.1170e+00 -1.7536e+00 -1.5346e+00 +2.3983e+00 +7.9623e-01 -1.1555e+00 -1.3358e+00 -4.7980e+00 +2.2375e-01 +1.3324e+00
5431 +1.145028563e+02 +1.145028563e+02 +2.171128563e+02 +2.171128563e+02 +2.3273e-01 +1.6324e+00 -1.3552e+00 +1.2938e+00 -5.1339e-01 -6.6773e-01 -3.2535e+00 -1.0158e+00 -2.1410e+00 +3.2352e-01 -2.1132e+00 -1.7556e+00 -1.5271e+00 +2.4026e+00 +7.9474e-01 -1.1503e+00 -1.3392e+00 -4.7988e+00 +2.3011e-01 +1.3311e+00
5560 +1.119514457e+02 +1.119514457e+02 +2.145614457e+02 +2.145614457e+02 +2.3041e-01 +1.6350e+00 -1.3465e+00 +1.2856e+00 -5.2726e-01 -6.7266e-01 -3.2487e+00 -1.0127e+00 -2.1385e+00 +3.2323e-01 -2.1105e+00 -1.7612e+00 -1.5241e+00 +2.4085e+00 +8.0348e-01 -1.1510e+00 -1.3398e+00 -4.7983e+00 +2.3033e-01 +1.3344e+00
5776 +1.095864374e+02 +1.095864374e+02 +2.121964374e+02 +2.121964374e+02 +2.3666e-01 +1.6299e+00 -1.3412e+00 +1.2783e+00 -5.1153e-01 -6.6933e-01 -3.2411e+00 -1.0106e+00 -2.1271e+00 +3.2904e-01 -2.1083e+00 -1.7716e+00 -1.5259e+00 +2.4174e+00 +7.9633e-01 -1.1562e+00 -1.3254e+00 -4.8060e+00 +2.3720e-01 +1.3423e+00
6243 +1.071509216e+02 +1.071509216e+02 +2.097609216e+02 +2.097609216e+02 +2.3448e-01 +1.6389e+00 -1.3364e+00 +1.2718e+00 -5.0807e-01 -6.6840e-01 -3.2418e+00 -1.0095e+00 -2.1302e+00 +3.3070e-01 -2.1049e+00 -1.7746e+00 -1.5206e+00 +2.4124e+00 +8.0481e-01 -1.1571e+00 -1.3188e+00 -4.8012e+00 +2.3772e-01 +1.3348e+00
165604 +1.034951593e+02 +1.034951593e+02 +2.061051593e+02 +2.061051593e+02 +9.2613e-01 +1.9713e+00 -1.3323e+00 +1.6165e+00 -3.2920e+00 -1.9005e+00 -1.4192e+00 -2.1130e+00 -2.0075e+00 +8.2269e-01 +3.7394e-01 +8.6911e-01 -1.4365e+00 +2.6611e+00 -2.0617e-01 -8.3170e-01 +3.1058e-01 -6.2030e-01 +8.8388e-01 +6.5262e-01
165665 +9.967764446e+01 +9.967764446e+01 +2.022876445e+02 +2.022876445e+02 +9.1864e-01 +1.9650e+00 -1.3263e+00 +1.6152e+00 -3.2977e+00 -1.8979e+00 -1.4245e+00 -2.1089e+00 -2.0153e+00 +8.1277e-01 +3.6859e-01 +8.6437e-01 -1.4429e+00 +2.6691e+00 -2.0322e-01 -8.4564e-01 +3.1118e-01 -6.1837e-01 +8.7439e-01 +6.5600e-01
165721 +9.736007356e+01 +9.736007356e+01 +1.999700736e+02 +1.999700736e+02 +9.1420e-01 +1.9650e+00 -1.3346e+00 +1.6220e+00 -3.2921e+00 -1.8935e+00 -1.4193e+00 -2.1074e+00 -2.0234e+00 +8.1897e-01 +3.6761e-01 +8.6872e-01 -1.4470e+00 +2.6664e+00 -2.0831e-01 -8.4133e-01 +3.0842e-01 -6.1495e-01 +8.6741e-01 +6.5269e-01
165801 +9.538226656e+01 +9.538226656e+01 +1.979922666e+02 +1.979922666e+02 +9.0932e-01 +1.9680e+00 -1.3391e+00 +1.6171e+00 -3.2900e+00 -1.8845e+00 -1.4195e+00 -2.1084e+00 -2.0347e+00 +8.2420e-01 +3.6519e-01 +8.7198e-01 -1.4483e+00 +2.6613e+00 -2.0860e-01 -8.3506e-01 +3.0613e-01 -6.1035e-01 +8.7354e-01 +6.4847e-01
165834 +9.312621761e+01 +9.312621761e+01 +1.957362176e+02 +1.957362176e+02 +9.0984e-01 +1.9705e+00 -1.3416e+00 +1.6102e+00 -3.2921e+00 -1.8749e+00 -1.4178e+00 -2.1058e+00 -2.0342e+00 +8.1991e-01 +3.6535e-01 +8.7272e-01 -1.4465e+00 +2.6654e+00 -2.0720e-01 -8.3996e-01 +3.0751e-01 -6.0823e-01 +8.8139e-01 +6.4910e-01
165967 +9.109657861e+01 +9.109657861e+01 +1.937065786e+02 +1.937065786e+02 +9.1227e-01 +1.9685e+00 -1.3408e+00 +1.6034e+00 -3.2910e+00 -1.8741e+00 -1.4211e+00 -2.1022e+00 -2.0295e+00 +8.2219e-01 +3.6188e-01 +8.6765e-01 -1.4395e+00 +2.6627e+00 -2.0761e-01 -8.3856e-01 +3.0988e-01 -6.0960e-01 +8.7982e-01 +6.4876e-01
166153 +8.910978948e+01 +8.910978948e+01 +1.917197895e+02 +1.917197895e+02 +9.1656e-01 +1.9665e+00 -1.3406e+00 +1.5977e+00 -3.2894e+00 -1.8723e+00 -1.4086e+00 -2.1050e+00 -2.0285e+00 +8.1954e-01 +3.6047e-01 +8.6304e-01 -1.4381e+00 +2.6569e+00 -2.1595e-01 -8.3961e-01 +3.1132e-01 -6.0584e-01 +8.8123e-01 +6.4489e-01
166327 +8.703306274e+01 +8.703306274e+01 +1.896430627e+02 +1.896430627e+02 +9.2378e-01 +1.9600e+00 -1.3430e+00 +1.6043e+00 -3.2908e+00 -1.8727e+00 -1.4065e+00 -2.0997e+00 -2.0276e+00 +8.1637e-01 +3.5862e-01 +8.6062e-01 -1.4354e+00 +2.6556e+00 -2.2264e-01 -8.3677e-01 +3.1591e-01 -5.9776e-01 +8.8714e-01 +6.4570e-01
166793 +8.509352222e+01 +8.509352222e+01 +1.877035222e+02 +1.877035222e+02 +9.1911e-01 +1.9563e+00 -1.3476e+00 +1.6106e+00 -3.2853e+00 -1.8694e+00 -1.4019e+00 -2.0984e+00 -2.0303e+00 +8.2324e-01 +3.5714e-01 +8.6024e-01 -1.4372e+00 +2.6528e+00 -2.2905e-01 -8.4040e-01 +3.2606e-01 -5.9211e-01 +8.8885e-01 +6.4368e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
