% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.680316576e+01 +3.680316576e+01 -1.554683424e+01 -1.554683424e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
43 +3.161866458e+01 +3.161866458e+01 -2.073133542e+01 -2.073133542e+01 -1.4485e-01 -3.0882e-01 -1.5705e-01 +1.9043e+00 +1.5460e+00 +2.3317e-01 -7.2425e-01 -4.0758e+00 +4.5605e-01 +2.7809e-01 +6.0749e-01 -1.0602e+00 -4.5148e-01 +4.1293e-01 +9.9846e-01 +1.7070e+00 -9.5914e-01 -1.5485e+00 +3.8444e-01 -2.4710e+00
44 +2.776368563e+01 +2.776368563e+01 -2.458631437e+01 -2.458631437e+01 -1.2986e+00 -8.0188e-01 -1.5527e-01 +1.1483e+00 +6.6695e-01 -3.4104e-01 -1.3067e+00 -2.1545e+00 +6.3883e-01 -1.4321e-01 +1.5047e+00 -9.7237e-01 -2.0046e+00 -9.4618e-01 +9.6324e-01 +8.0531e-01 +4.7583e-01 -4.0755e-01 +1.5971e+00 -1.3863e+00
53 +1.988395993e+01 +1.988395993e+01 -3.246604007e+01 -3.246604007e+01 -1.4864e+00 -9.2519e-01 -5.0576e-01 +1.1900e-01 -4.4324e-01 -9.6429e-01 -1.1870e+00 -2.1490e+00 +1.0040e+00 -1.2423e+00 +1.5514e+00 -2.3722e+00 -2.0915e+00 +2.2316e-01 +3.5055e-01 -4.7119e-01 +2.0238e-01 -1.3354e+00 +1.8738e+00 -2.3293e+00
63 +1.862596066e+01 +1.862596066e+01 -3.372403934e+01 -3.372403934e+01 -9.7401e-01 -9.9523e-01 -5.6311e-01 +8.2232e-01 -1.2305e+00 -1.4291e+00 -1.1054e+00 -1.3372e+00 +1.8309e+00 -2.0348e+00 +7.1649e-01 -2.2081e+00 -1.5632e+00 -2.2877e-01 +2.7924e-01 -6.6133e-01 -5.1388e-01 -2.4135e+00 +2.3629e+00 -3.7857e+00
68 +1.855903785e+01 +1.855903785e+01 -3.379096215e+01 -3.379096215e+01 -1.6902e+00 -1.8682e+00 -8.0632e-02 +1.4848e+00 -1.4843e+00 -3.4971e-01 -1.5396e+00 -2.0527e+00 +6.3762e-01 -2.4588e+00 +1.6278e+00 -2.3529e+00 -2.8739e+00 -6.4777e-02 -9.0783e-02 +7.8801e-01 -2.5112e-01 -1.4075e+00 +2.1508e+00 -2.6099e+00
137 +1.588597415e+01 +1.588597415e+01 -3.646402585e+01 -3.646402585e+01 -1.4003e+00 -2.3257e+00 -3.9366e-01 -5.4449e-01 -4.5227e+00 -2.2740e+00 -2.8521e+00 -6.4402e-01 +1.7182e+00 -1.6739e+00 +2.6043e+00 -3.5924e+00 -5.3009e-01 -5.3760e-01 +4.2854e-01 +9.8916e-01 +5.9596e-01 -5.4657e-02 +1.8728e+00 -2.7089e+00
150 +1.487245105e+01 +1.487245105e+01 -3.747754895e+01 -3.747754895e+01 -4.3113e-01 -2.9271e+00 -2.3348e-01 -1.3913e+00 -4.2848e+00 -2.0055e+00 -2.9466e+00 +3.4197e-01 +1.3977e+00 -1.5953e+00 +2.8205e+00 -4.3553e+00 -2.9448e-01 -3.4352e-01 -3.5230e-02 +1.0812e+00 +2.8471e-01 -4.4027e-01 +2.2149e+00 -3.3943e+00
153 +1.474920727e+01 +1.474920727e+01 -3.760079273e+01 -3.760079273e+01 -3.8180e-01 -3.1442e+00 -7.2608e-01 -1.4529e+00 -4.1967e+00 -1.4720e+00 -2.1072e+00 +7.1741e-01 +6.9634e-01 -1.7053e+00 +3.2611e+00 -3.9187e+00 -4.4093e-01 -5.3172e-01 -2.5631e-01 +6.4653e-01 +7.6030e-01 -5.3301e-01 +2.0705e+00 -3.4380e+00
163 +1.397375346e+01 +1.397375346e+01 -3.837624654e+01 -3.837624654e+01 -3.6323e-01 -2.9883e+00 -8.8275e-01 -1.3099e+00 -4.1026e+00 -4.7408e-01 -1.8638e+00 +5.8126e-01 +9.2570e-01 -2.3560e+00 +3.1981e+00 -4.2382e+00 +1.1560e-01 -9.7384e-01 +1.8869e-01 +2.8762e-01 -4.6604e-01 -6.1283e-01 +1.6886e+00 -4.2389e+00
180 +1.266720880e+01 +1.266720880e+01 -3.968279120e+01 -3.968279120e+01 -3.6120e-01 -2.5094e+00 +2.2270e-02 -1.7377e+00 -3.4915e+00 +4.3798e-01 -1.7110e+00 +8.5871e-01 +8.5427e-01 -2.6574e+00 +2.0861e+00 -3.9258e+00 +9.7395e-02 -1.4110e+00 -1.3225e-01 +1.7427e+00 -6.9060e-01 +4.5301e-02 +2.0057e+00 -3.5856e+00
185 +1.184493654e+01 +1.184493654e+01 -4.050506346e+01 -4.050506346e+01 -8.4862e-01 -1.3324e+00 -1.6209e-01 -2.3991e+00 -3.5369e+00 +1.6711e-01 -1.6663e+00 +5.7639e-01 +1.2605e+00 -2.3672e+00 +1.6309e+00 -4.0175e+00 +5.1387e-01 -6.2539e-01 -2.0000e-01 +8.5038e-01 -7.0399e-01 -4.8211e-01 +1.9839e+00 -3.6049e+00
197 +1.123136142e+01 +1.123136142e+01 -4.111863858e+01 -4.111863858e+01 -1.1319e+00 -1.2880e+00 -6.7260e-01 -2.4192e+00 -3.3279e+00 +5.6567e-01 -1.8374e+00 -2.0524e-01 +1.5932e+00 -2.7142e+00 +1.9331e+00 -3.8060e+00 +4.0793e-01 -1.2288e+00 -2.8090e-01 +2.0783e-01 -1.7272e-01 +5.8683e-01 +1.9199e+00 -3.7270e+00
199 +1.114678936e+01 +1.114678936e+01 -4.120321064e+01 -4.120321064e+01 -1.3649e+00 -9.4610e-01 +3.5101e-01 -8.8327e-01 -2.6181e+00 -1.8860e-01 -2.0619e+00 -2.1167e-02 +1.8220e+00 -1.5223e+00 +2.3173e+00 -3.6569e+00 -4.4721e-01 -9.9694e-01 -6.3818e-01 +1.8543e+00 -6.8286e-01 +7.1647e-01 +2.5013e+00 -3.4276e+00
202 +9.506629058e+00 +9.506629058e+00 -4.284337094e+01 -4.284337094e+01 -1.8006e+00 -1.4523e+00 +3.6174e-01 -1.6123e+00 -2.4922e+00 +5.2907e-01 -3.6459e+00 -3.0182e-01 +2.0581e+00 -2.1763e+00 +1.8562e+00 -3.5144e+00 -5.8435e-01 -7.3968e-01 -9.3102e-01 +2.1911e+00 -1.1286e-01 +7.5187e-01 +2.7418e+00 -3.2432e+00
216 +8.722136998e+00 +8.722136998e+00 -4.362786300e+01 -4.362786300e+01 -8.3030e-01 -1.3537e+00 +5.3870e-01 -1.5248e+00 -2.1699e+00 +7.4963e-01 -3.0281e+00 -8.7115e-01 +2.3981e+00 -1.6844e+00 +2.1311e+00 -3.8692e+00 +2.0983e-01 -4.7680e-01 -3.5395e-01 +1.4560e+00 -2.8927e-01 +9.1474e-01 +3.6891e+00 -2.8778e+00
223 +8.352114816e+00 +8.352114816e+00 -4.399788518e+01 -4.399788518e+01 -1.1965e+00 -1.4968e+00 +8.8377e-01 -1.2078e+00 -2.7132e+00 +1.4246e+00 -2.9650e+00 -6.3410e-01 +3.0264e+00 -2.0780e+00 +1.6945e+00 -4.0432e+00 +7.1434e-01 -6.1940e-01 -7.5170e-01 +1.3761e+00 +4.4620e-01 +5.0231e-01 +3.6084e+00 -2.6190e+00
226 +7.746145846e+00 +7.746145846e+00 -4.460385415e+01 -4.460385415e+01 -1.8120e+00 -1.1504e+00 +9.7877e-01 -1.1856e+00 -2.0402e+00 +1.1182e+00 -2.5058e+00 -1.3374e-01 +2.0610e+00 -2.1516e+00 +2.0326e+00 -2.9563e+00 +7.8233e-01 -1.6072e-01 -9.7544e-03 +1.4556e+00 -1.2399e-01 +1.2169e+00 +4.0936e+00 -2.4424e+00
241 +6.883933970e+00 +6.883933970e+00 -4.546606603e+01 -4.546606603e+01 -2.1654e+00 -1.4521e+00 +1.3587e+00 -1.0762e+00 -1.7014e+00 +1.2346e+00 -3.3814e+00 +3.5371e-01 +1.5205e+00 -2.3587e+00 +2.3203e+00 -2.9277e+00 +1.1996e+00 +8.1884e-02 -2.3126e-01 +1.4726e+00 +1.6130e-01 +1.0123e+00 +3.6212e+00 -3.1751e+00
242 +6.112433338e+00 +6.112433338e+00 -4.623756666e+01 -4.623756666e+01 -1.6222e+00 -1.1547e+00 +2.0904e+00 -1.2167e+00 -1.8809e+00 +1.4526e+00 -3.6928e+00 -5.0418e-01 +1.6504e+00 -2.7711e+00 +2.6151e+00 -2.6954e+00 +1.6479e+00 +1.2235e+00 -5.8796e-01 +6.1553e-01 -3.1198e-01 +8.0014e-01 +4.0140e+00 -4.6031e+00
