% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.831961742e+04 +1.831961742e+04 +1.777311742e+04 +1.777311742e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.304692049e+04 +1.304692049e+04 +1.250042049e+04 +1.250042049e+04 -1.7038e+00 -7.9074e-01 +1.9101e+00 +7.2621e-01 +1.2443e+00 -1.8896e+00 +1.3109e+00 +1.3915e+00 +7.3717e-01 +2.2849e+00 -4.8839e-01 +1.1109e+00 -1.0975e-01 +5.9694e-01 +1.2703e+00 -7.0368e-01 +5.4757e-01 +7.3794e-01 -5.3744e-01 +7.4019e-01
21 +1.218473979e+04 +1.218473979e+04 +1.163823979e+04 +1.163823979e+04 -1.6583e+00 -1.0789e+00 +3.3521e+00 +5.3396e-01 +3.1927e+00 -1.0159e+00 +1.5077e+00 +2.3550e+00 +1.2804e+00 +2.0202e+00 -6.2630e-01 +3.0116e+00 -2.7639e-01 +3.4445e-01 +2.9716e+00 +1.6844e-01 +1.9066e+00 +1.0535e-01 +4.2946e-01 +1.4993e+00
24 +9.451767865e+03 +9.451767865e+03 +8.905267865e+03 +8.905267865e+03 +3.0101e-01 -3.6398e+00 +3.0917e+00 -3.0200e-01 +3.3387e+00 -1.4632e+00 +2.7016e+00 +2.3457e+00 +8.1744e-01 +1.9241e+00 +2.5628e-01 +2.2457e+00 -9.9515e-01 +3.1026e-01 +2.6160e+00 +5.2802e-01 +1.3793e+00 -8.0167e-01 -5.7903e-01 +1.6333e+00
35 +8.273499442e+03 +8.273499442e+03 +7.726999442e+03 +7.726999442e+03 -3.9900e-01 -2.7828e+00 +3.3596e+00 +3.7177e-01 +4.2709e+00 -1.0014e+00 +2.1501e+00 +3.6165e+00 +7.6719e-02 +1.4045e+00 -5.5405e-01 +2.5613e+00 -1.0440e+00 +2.2843e-01 +2.6677e+00 -8.2513e-01 +5.7500e-01 -2.0408e+00 +1.8170e-01 +2.0138e+00
104 +7.718167823e+03 +7.718167823e+03 +7.171667823e+03 +7.171667823e+03 -1.5017e+00 -1.1353e+00 +4.1609e+00 +7.9523e-01 +3.6327e+00 -2.4146e+00 +1.9911e+00 +3.9917e+00 +7.2830e-01 +2.3727e+00 +1.2669e+00 +9.9607e-01 +1.5284e+00 -2.1760e+00 +3.9276e+00 +3.3387e-01 +1.3728e+00 -1.3387e+00 -1.4382e+00 +1.1963e+00
114 +5.577094358e+03 +5.577094358e+03 +5.030594358e+03 +5.030594358e+03 -1.4475e+00 -1.2851e+00 +4.0966e+00 +1.9783e+00 +2.7428e+00 -2.2442e+00 +1.2843e+00 +4.0625e+00 +6.4127e-01 +2.1496e+00 +1.2605e+00 +1.1754e+00 +2.5104e+00 -2.7752e+00 +3.4340e+00 -9.9597e-02 +1.3864e+00 -2.3457e+00 -2.2712e+00 +1.1685e+00
119 +3.764590398e+03 +3.764590398e+03 +3.218090398e+03 +3.218090398e+03 -9.7632e-01 -2.2675e+00 +3.8463e+00 +4.6730e-01 +3.4338e+00 -1.7507e+00 +1.4121e+00 +3.3722e+00 +7.4551e-01 +1.5976e+00 +1.5697e+00 +1.6800e+00 +5.5243e-01 -2.1862e+00 +3.5060e+00 -9.9840e-03 +1.4530e+00 -1.4818e+00 -6.7990e-01 +1.8224e+00
122 +3.362747477e+03 +3.362747477e+03 +2.816247477e+03 +2.816247477e+03 -1.6489e-01 -2.1738e+00 +4.0418e+00 +8.9717e-01 +3.8199e+00 -1.9861e+00 +8.7826e-01 +3.0603e+00 +7.5058e-01 +1.2953e+00 +2.5824e+00 +2.1242e+00 +1.8681e-01 -1.8934e+00 +3.0088e+00 -4.7928e-02 +1.7071e+00 -8.2081e-01 -1.5797e-01 +1.8091e+00
128 +3.598059402e+02 +3.598059402e+02 -1.866940598e+02 -1.866940598e+02 -1.8465e+00 -2.5475e+00 +4.0058e+00 +7.1728e-01 +3.3912e+00 -1.8585e+00 +1.2427e+00 +3.2529e+00 +1.1619e+00 +1.4267e+00 +9.9315e-01 +1.0112e+00 +6.6790e-01 -1.0929e+00 +2.5045e+00 -6.5472e-01 +1.5285e+00 -1.0271e+00 -6.5436e-01 +1.6073e+00
219 +2.427028891e+02 +2.427028891e+02 -3.037971109e+02 -3.037971109e+02 -2.3017e+00 +9.7443e-01 +6.5070e-01 +1.4191e+00 +2.0965e+00 -2.3800e+00 +1.0272e+00 +3.6508e+00 +8.0476e-01 +1.8534e+00 +1.7396e+00 +2.0378e+00 +1.9776e+00 -1.3642e-01 +1.7961e+00 -6.4057e-01 +2.4080e+00 -3.8954e-01 -1.2136e+00 +1.1869e+00
227 +1.869995261e+02 +1.869995261e+02 -3.595004739e+02 -3.595004739e+02 -2.3153e+00 +1.1549e+00 +9.4704e-01 +6.3781e-01 +2.0196e+00 -2.8594e+00 +1.4136e+00 +2.5394e+00 +2.3283e-01 +1.3056e+00 +1.9043e+00 +1.8400e+00 +1.6832e+00 -6.0122e-01 +1.1707e+00 -9.3955e-01 +2.6429e+00 -5.1852e-01 -1.4130e+00 +9.7551e-01
232 +6.423824776e+01 +6.423824776e+01 -4.822617522e+02 -4.822617522e+02 -2.5219e+00 +1.5319e+00 +8.9488e-01 +1.2474e+00 +2.2254e+00 -2.6300e+00 +1.3279e+00 +2.2140e+00 +5.2399e-01 +1.5819e+00 +5.2103e-01 +1.9258e+00 +2.2538e+00 -1.0762e+00 +9.8146e-01 -1.1295e+00 +2.4984e+00 -8.1801e-01 -1.2941e+00 +1.2343e+00
241 +5.558971155e+01 +5.558971155e+01 -4.909102884e+02 -4.909102884e+02 -2.5389e+00 +1.3158e+00 +1.0079e+00 +3.1428e-01 +1.2256e+00 -2.8156e+00 +1.0184e+00 +3.0667e+00 +6.4759e-01 +8.2599e-01 +1.3168e+00 +1.8283e+00 +1.3045e+00 -5.0482e-01 +1.4157e+00 -1.2616e+00 +2.3961e+00 -5.7821e-01 -1.5840e+00 +7.0635e-01
244 +1.695570333e+01 +1.695570333e+01 -5.295442967e+02 -5.295442967e+02 -2.2213e+00 +3.9285e-01 +3.2429e-01 +4.1309e-01 +9.3361e-01 -2.7385e+00 +1.0593e+00 +3.2466e+00 +7.9585e-01 +8.5564e-01 +1.2563e+00 +1.6633e+00 +1.7054e+00 -1.1831e+00 +1.9297e+00 -1.3463e+00 +2.2890e+00 -5.9819e-01 -9.0995e-01 +9.3082e-01
341 +4.705787262e+00 +4.705787262e+00 -5.417942127e+02 -5.417942127e+02 -1.7955e+00 +6.7319e-01 +1.5320e+00 +7.1408e-01 -8.0785e-01 -3.0485e+00 +1.1942e+00 +3.2139e+00 +5.6728e-01 +1.3625e+00 +9.5452e-02 +1.4831e+00 +1.7047e+00 -4.0609e-01 +2.0257e+00 -1.4003e+00 +1.4303e+00 -1.4158e+00 -1.0187e+00 +1.9299e+00
347 +3.149414902e+00 +3.149414902e+00 -5.433505851e+02 -5.433505851e+02 -1.9444e+00 +6.1945e-01 +1.5257e+00 +4.2107e-01 -8.5761e-01 -2.8008e+00 +1.2652e+00 +2.7836e+00 +2.6831e-01 +1.1639e+00 +4.0024e-01 +2.0727e+00 +1.5658e+00 -2.5201e-01 +2.0710e+00 -1.3874e+00 +1.5701e+00 -1.7378e+00 -1.0254e+00 +1.7603e+00
423 +2.854541777e+00 +2.854541777e+00 -5.436454582e+02 -5.436454582e+02 -1.9433e+00 +1.2173e+00 +1.3423e+00 +5.4069e-01 -1.4354e-01 -2.6875e+00 +1.2228e+00 +2.3038e+00 +2.3220e-01 +6.6402e-01 +8.5983e-01 +1.6947e+00 +2.1758e+00 -5.0860e-02 +1.8492e+00 -2.1540e+00 +1.5075e+00 -1.9497e+00 -1.0658e+00 +1.2676e+00
708 +2.557686683e+00 +2.557686683e+00 -5.439423133e+02 -5.439423133e+02 -2.2616e+00 +1.4871e+00 +2.0148e+00 +2.0071e-01 -1.9114e-01 -2.6534e+00 +5.6742e-01 +2.8604e+00 +4.0807e-01 +6.9000e-01 +5.2009e-01 +1.5424e+00 +2.1939e+00 -1.1523e-01 +2.6194e+00 -1.9630e+00 +8.9609e-01 -1.3660e+00 -1.3968e+00 +1.9097e+00
789 +2.502666028e+00 +2.502666028e+00 -5.439973340e+02 -5.439973340e+02 -2.0486e+00 +9.7572e-01 +2.1198e+00 +1.6055e-01 -3.1115e-01 -2.6351e+00 +6.2570e-01 +2.8751e+00 +2.6536e-01 +5.6578e-01 +3.8876e-01 +1.4269e+00 +2.2383e+00 -2.6901e-01 +2.4908e+00 -2.0903e+00 +1.0591e+00 -1.6821e+00 -1.0317e+00 +1.9241e+00
797 +2.416586610e+00 +2.416586610e+00 -5.440834134e+02 -5.440834134e+02 -1.9850e+00 +9.0735e-01 +2.1258e+00 +1.3703e-01 -1.7907e-01 -2.5990e+00 +5.3372e-01 +2.7996e+00 +2.3179e-01 +5.6668e-01 +4.3837e-01 +1.4042e+00 +2.1439e+00 -4.2681e-01 +2.5040e+00 -2.0328e+00 +9.2012e-01 -1.8403e+00 -1.0314e+00 +1.8691e+00
801 +2.310010837e+00 +2.310010837e+00 -5.441899892e+02 -5.441899892e+02 -2.0676e+00 +7.9748e-01 +2.2391e+00 +1.5582e-01 -4.4904e-01 -2.6621e+00 +5.5168e-01 +2.7275e+00 +2.6412e-01 +5.2866e-01 +5.3417e-01 +1.4861e+00 +2.2067e+00 -3.5143e-01 +2.4311e+00 -2.0733e+00 +8.5957e-01 -1.7892e+00 -9.8236e-01 +2.0148e+00
862 +2.221722842e+00 +2.221722842e+00 -5.442782772e+02 -5.442782772e+02 -1.9534e+00 +8.6479e-01 +2.2946e+00 +1.4034e-01 -2.5744e-01 -2.7552e+00 +6.2281e-01 +2.7841e+00 +3.6021e-01 +6.8119e-01 +5.7912e-01 +1.5261e+00 +2.2421e+00 -4.3009e-01 +2.6209e+00 -1.8714e+00 +6.6729e-01 -1.6406e+00 -1.0273e+00 +2.0848e+00
881 +2.006073515e+00 +2.006073515e+00 -5.444939265e+02 -5.444939265e+02 -1.9150e+00 +7.8623e-01 +2.4191e+00 +1.5809e-01 -3.1205e-01 -2.6997e+00 +5.9942e-01 +2.7461e+00 +3.6071e-01 +6.1333e-01 +5.4162e-01 +1.4970e+00 +2.2462e+00 -4.1207e-01 +2.5417e+00 -1.9211e+00 +7.7460e-01 -1.6520e+00 -1.1511e+00 +1.9969e+00
882 +1.982139225e+00 +1.982139225e+00 -5.445178608e+02 -5.445178608e+02 -1.9712e+00 +8.5451e-01 +2.3856e+00 +1.9424e-01 -2.5551e-01 -2.6150e+00 +5.2096e-01 +2.8409e+00 +2.9001e-01 +5.3676e-01 +4.8457e-01 +1.4592e+00 +2.2541e+00 -4.2086e-01 +2.5182e+00 -1.9873e+00 +8.2311e-01 -1.5748e+00 -1.1766e+00 +1.9485e+00
888 +1.915883899e+00 +1.915883899e+00 -5.445841161e+02 -5.445841161e+02 -1.9105e+00 +7.8458e-01 +2.4529e+00 +2.2477e-01 -3.4382e-01 -2.7698e+00 +4.8401e-01 +2.7045e+00 +2.6335e-01 +6.2223e-01 +4.9777e-01 +1.6049e+00 +2.2506e+00 -4.2510e-01 +2.4866e+00 -1.9735e+00 +8.2867e-01 -1.6998e+00 -1.2525e+00 +1.9678e+00
1100 +1.854614595e+00 +1.854614595e+00 -5.446453854e+02 -5.446453854e+02 -1.8513e+00 +4.7889e-01 +2.5263e+00 +6.4548e-02 -1.3931e-01 -2.7539e+00 +6.0663e-01 +2.8106e+00 +2.1083e-01 +6.1219e-01 +4.9261e-01 +1.5832e+00 +2.2971e+00 -4.0586e-01 +2.5398e+00 -2.0245e+00 +7.8469e-01 -1.8337e+00 -1.3157e+00 +1.9421e+00
1106 +1.790745849e+00 +1.790745849e+00 -5.447092542e+02 -5.447092542e+02 -1.8869e+00 +5.4697e-01 +2.5196e+00 +2.0543e-02 -1.4770e-01 -2.7394e+00 +5.9141e-01 +2.8066e+00 +2.3174e-01 +6.3836e-01 +4.4697e-01 +1.5446e+00 +2.2843e+00 -3.9992e-01 +2.5370e+00 -1.9922e+00 +7.6615e-01 -1.8512e+00 -1.2859e+00 +1.9510e+00
1117 +1.765261656e+00 +1.765261656e+00 -5.447347383e+02 -5.447347383e+02 -1.9181e+00 +5.2950e-01 +2.5313e+00 +5.8793e-02 -1.8825e-01 -2.7582e+00 +5.8482e-01 +2.7597e+00 +2.2950e-01 +6.2888e-01 +4.5047e-01 +1.5252e+00 +2.2934e+00 -4.3613e-01 +2.5313e+00 -1.9641e+00 +7.3875e-01 -1.8459e+00 -1.2765e+00 +1.9461e+00
1182 +1.643430626e+00 +1.643430626e+00 -5.448565694e+02 -5.448565694e+02 -1.9502e+00 +4.5658e-01 +2.4771e+00 +1.7969e-01 -2.2260e-01 -2.7558e+00 +5.9168e-01 +2.7532e+00 +2.6613e-01 +5.8107e-01 +4.8575e-01 +1.5074e+00 +2.2887e+00 -4.8326e-01 +2.5247e+00 -2.0218e+00 +7.4751e-01 -1.8164e+00 -1.2282e+00 +1.9632e+00
1262 +1.621369620e+00 +1.621369620e+00 -5.448786304e+02 -5.448786304e+02 -1.9848e+00 +3.8379e-01 +2.5185e+00 +1.8122e-01 -1.8099e-01 -2.7197e+00 +5.4364e-01 +2.7240e+00 +2.5708e-01 +6.7342e-01 +4.4389e-01 +1.5295e+00 +2.2397e+00 -4.3624e-01 +2.5050e+00 -1.9968e+00 +8.0700e-01 -1.7983e+00 -1.2977e+00 +1.9706e+00
