% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.130412458e+07 +1.130412458e+07 +1.130420085e+07 +1.130420085e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +8.191267982e+06 +8.191267982e+06 +8.191344252e+06 +8.191344252e+06 +6.6564e-01 -1.1239e+00 +7.8689e-01
4 +3.936719021e+06 +3.936719021e+06 +3.936795291e+06 +3.936795291e+06 +1.5697e+00 -2.1421e+00 +3.7313e-01
12 +6.021097201e+05 +6.021097201e+05 +6.021859901e+05 +6.021859901e+05 +1.1727e+00 -3.4946e+00 +4.6590e-01
13 +2.747508508e+05 +2.747508508e+05 +2.748271208e+05 +2.748271208e+05 +2.1607e+00 -5.6209e+00 +3.0513e+00
21 +3.588078451e+03 +3.588078451e+03 +3.664348451e+03 +3.664348451e+03 -1.0334e-02 -4.3517e+00 +3.4925e-01
33 +1.883741307e+03 +1.883741307e+03 +1.960011307e+03 +1.960011307e+03 -3.5076e+00 -2.5195e+00 -1.7058e+00
78 +1.138933817e+03 +1.138933817e+03 +1.215203817e+03 +1.215203817e+03 -6.3943e-01 -3.0386e+00 -1.5340e+00
123 +4.626191384e+02 +4.626191384e+02 +5.388891384e+02 +5.388891384e+02 +1.7274e+00 -3.2831e+00 -1.4505e+00
322 +1.970938083e+02 +1.970938083e+02 +2.733638083e+02 +2.733638083e+02 +2.2046e+00 -5.7366e+00 +2.2423e+00
373 +4.891812094e+01 +4.891812094e+01 +1.251881209e+02 +1.251881209e+02 +4.1975e+00 -5.6049e+00 +1.6723e+00
837 +3.874084485e+01 +3.874084485e+01 +1.150108449e+02 +1.150108449e+02 +4.8904e+00 -4.1157e+00 -7.4492e-01
4997 +3.730183798e+01 +3.730183798e+01 +1.135718380e+02 +1.135718380e+02 +4.8915e+00 -4.3108e+00 -4.3760e-01
5004 +2.743294563e+01 +2.743294563e+01 +1.037029456e+02 +1.037029456e+02 +4.1729e+00 -3.9230e+00 -9.1539e-01
5013 +1.563417236e+01 +1.563417236e+01 +9.190417236e+01 +9.190417236e+01 +2.8240e+00 -3.2166e+00 -1.7773e+00
5031 +1.394280050e+01 +1.394280050e+01 +9.021280050e+01 +9.021280050e+01 +2.2214e+00 -2.8751e+00 -2.2007e+00
5034 +9.463625007e+00 +9.463625007e+00 +8.573362501e+01 +8.573362501e+01 +4.5846e-01 -1.9322e+00 -3.3586e+00
5045 +8.755719836e+00 +8.755719836e+00 +8.502571984e+01 +8.502571984e+01 +1.0216e+00 -2.2372e+00 -2.9879e+00
5050 +7.966822921e+00 +7.966822921e+00 +8.423682292e+01 +8.423682292e+01 +1.0768e+00 -2.2650e+00 -2.9538e+00
