% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +3.900661284e+02 +3.900661284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.665753364e+02 +3.665753364e+02 +3.573653364e+02 +3.573653364e+02 -3.0165e+00 -4.7337e-02 +2.9471e+00 -3.8548e+00 +6.1770e-01 -4.0115e-01 -4.5985e+00 +1.5491e+00 +2.5582e-01 +1.8203e+00 +4.4215e+00 -4.2956e+00 -1.6720e+00 -4.7017e+00 -6.2614e+00 +1.8485e+00 +1.3289e+00 +5.1646e-01 -2.3667e+00 +2.8232e+00
15 +3.533014090e+02 +3.533014090e+02 +3.440914090e+02 +3.440914090e+02 -4.5254e+00 -4.5561e-01 +2.2767e+00 -4.4172e+00 -6.5322e-02 -4.5434e-02 -5.5443e+00 +1.6423e+00 +3.4411e-01 +2.3906e-01 +3.4496e+00 -5.0366e+00 -5.4943e-01 -4.6210e+00 -4.5957e+00 -4.9772e-01 +8.8184e-01 +1.3831e+00 -8.5066e-01 +2.6539e+00
17 +3.422376431e+02 +3.422376431e+02 +3.330276431e+02 +3.330276431e+02 -1.3405e+00 -8.6628e-02 +2.6677e+00 -4.3971e+00 +6.5864e-01 -5.4575e-01 -4.7752e+00 +2.3761e+00 -4.5491e-01 +1.0940e+00 +4.4017e+00 -3.1382e+00 -1.9764e+00 -2.8571e+00 -6.5658e+00 -5.5819e-01 +2.6122e-01 +1.3681e+00 -1.5259e+00 +4.0629e+00
24 +3.315677512e+02 +3.315677512e+02 +3.223577512e+02 +3.223577512e+02 -2.0637e+00 +1.1347e+00 +2.2723e+00 -3.5189e+00 +1.6476e+00 -1.3367e-01 -4.8883e+00 +3.1508e+00 +9.4807e-01 +1.9523e+00 +4.1875e+00 -5.0663e+00 -2.3908e+00 -4.3889e+00 -6.8055e+00 +9.9693e-02 -2.9661e-01 +1.2659e+00 -2.5500e+00 +4.9071e+00
25 +3.195169526e+02 +3.195169526e+02 +3.103069526e+02 +3.103069526e+02 -2.5143e+00 +1.5409e-01 +2.8264e+00 -3.3790e+00 +1.5673e-01 -2.9042e-02 -6.6920e+00 +1.9454e+00 +3.6722e-01 +1.6697e+00 +4.6723e+00 -4.4312e+00 -1.7518e+00 -2.1802e+00 -6.1015e+00 -3.0776e-01 +2.0531e+00 +1.8744e-01 -2.1428e+00 +6.1869e+00
40 +3.020003823e+02 +3.020003823e+02 +2.927903823e+02 +2.927903823e+02 -2.7194e+00 +1.5608e+00 +2.6389e+00 -3.5837e+00 +9.9370e-01 -1.5262e+00 -5.8855e+00 +2.9676e+00 +6.2147e-01 +2.6870e-01 +4.3407e+00 -4.5463e+00 -2.0755e+00 -2.1845e+00 -6.2009e+00 -1.4422e-02 +2.5436e+00 +3.9759e-01 -3.0997e+00 +5.7330e+00
42 +2.935682379e+02 +2.935682379e+02 +2.843582379e+02 +2.843582379e+02 -3.8425e+00 +1.2316e+00 +2.1584e+00 -1.8514e+00 -2.7096e-01 -8.3721e-01 -5.0863e+00 +3.9730e+00 +1.2415e+00 +2.2073e-01 +5.7741e+00 -5.6843e+00 -1.1838e+00 -2.1178e+00 -5.3522e+00 +6.3214e-01 +3.0089e+00 -2.0744e-01 -3.4837e+00 +6.2063e+00
61 +2.826343846e+02 +2.826343846e+02 +2.734243846e+02 +2.734243846e+02 -1.0663e+00 +1.9053e+00 +1.5827e-01 -2.3782e+00 +1.2656e+00 -1.1289e+00 -4.8797e+00 +3.4742e+00 +1.4121e+00 +1.2233e+00 +3.8081e+00 -2.5467e+00 -1.8210e+00 +1.9959e+00 -4.8170e+00 -1.3839e+00 +3.6536e+00 +4.0598e-01 -1.6161e+00 +4.8382e+00
65 +2.668224008e+02 +2.668224008e+02 +2.576124008e+02 +2.576124008e+02 +1.1502e+00 +3.1612e+00 -2.5933e+00 -2.4009e-01 +1.4737e-01 -7.1965e-01 -3.3010e+00 +3.6907e+00 +2.1586e+00 +2.1839e-01 +2.9753e+00 -1.4535e+00 -2.8036e+00 +4.9166e+00 -3.6786e+00 -3.4247e+00 +5.5987e+00 +2.2487e-02 +1.2357e-02 +4.2850e+00
68 +2.629379594e+02 +2.629379594e+02 +2.537279594e+02 +2.537279594e+02 +1.9182e-01 +2.0614e+00 -1.4779e+00 -9.8432e-01 +1.5707e+00 -3.9809e-01 -4.4505e+00 +3.2822e+00 +2.2874e+00 +2.0420e+00 +3.8991e+00 -5.9320e-01 -6.7766e-02 +3.6156e+00 -3.4986e+00 -1.4227e+00 +3.9043e+00 +1.2151e+00 -2.3850e+00 +5.3446e+00
74 +2.467315504e+02 +2.467315504e+02 +2.375215504e+02 +2.375215504e+02 +2.5130e+00 +1.3273e+00 -2.1171e+00 -1.1922e+00 +1.7976e+00 +1.9138e-01 -3.6325e+00 +2.8512e+00 +2.1726e+00 +2.1388e+00 +3.3187e+00 -7.0502e-02 +1.9847e-01 +3.9826e+00 -4.0294e+00 -2.8822e+00 +4.9862e+00 +6.5586e-01 -2.2866e+00 +4.7994e+00
80 +2.425139439e+02 +2.425139439e+02 +2.333039439e+02 +2.333039439e+02 -6.9182e-01 +1.9888e+00 -1.4477e+00 -3.3889e-01 +1.3139e+00 +2.5667e-01 -5.2426e+00 +1.7135e+00 +2.7366e+00 +1.3616e+00 +4.3663e+00 -9.4307e-01 +2.5798e-01 +4.5599e+00 -4.0518e+00 -1.9625e+00 +4.6784e+00 +1.2901e-01 -3.7377e+00 +5.4773e+00
82 +2.386183666e+02 +2.386183666e+02 +2.294083666e+02 +2.294083666e+02 -2.3381e-01 +1.4563e+00 -3.6746e-01 +5.9366e-01 +1.0060e+00 +1.4530e+00 -5.9857e+00 +3.0165e+00 +3.0513e+00 +4.5076e-01 +2.8117e+00 +6.3597e-01 +1.2342e+00 +5.5298e+00 -2.5636e+00 -2.3058e+00 +4.2957e+00 -1.2942e+00 -4.6266e+00 +5.4089e+00
93 +2.343817550e+02 +2.343817550e+02 +2.251717550e+02 +2.251717550e+02 +2.1548e-01 +2.7545e+00 -4.8063e+00 +1.4145e+00 +1.3612e+00 +5.2088e-01 -5.4907e+00 +1.1817e+00 +3.9322e+00 +2.3193e+00 +3.6788e+00 +2.1274e+00 +2.3645e+00 +6.4699e+00 -3.0427e+00 -4.5920e+00 +5.3490e+00 +9.5922e-01 -2.3733e+00 +6.7791e+00
104 +2.217361908e+02 +2.217361908e+02 +2.125261908e+02 +2.125261908e+02 -4.1228e-01 +4.0288e+00 -4.7213e+00 +6.6279e-01 -3.0407e-01 +1.9229e+00 -5.0834e+00 +1.4114e+00 +1.0373e+00 +2.5945e+00 +3.8740e+00 +1.3662e+00 +2.4597e+00 +8.3643e+00 -3.3916e+00 -6.3006e+00 +7.5218e+00 +5.0388e-01 -3.6293e+00 +6.9072e+00
112 +2.076983258e+02 +2.076983258e+02 +1.984883258e+02 +1.984883258e+02 -3.9807e-01 +3.1033e+00 -4.0946e+00 -2.1577e+00 -4.0092e-01 +9.7348e-01 -6.3282e+00 +2.3261e+00 +1.2519e+00 +1.9903e+00 +4.5269e+00 -6.9210e-01 +2.0766e+00 +5.5943e+00 -5.2870e+00 -3.6810e+00 +5.1500e+00 +1.8385e+00 -3.9551e+00 +6.0588e+00
126 +2.012899499e+02 +2.012899499e+02 +1.920799499e+02 +1.920799499e+02 -3.6137e-01 +2.9402e+00 -5.6768e+00 -1.4529e+00 -5.6452e-01 +3.1445e+00 -6.2856e+00 +2.6977e+00 +5.1295e-01 +2.1531e+00 +3.6949e+00 -6.5583e-01 +2.6866e+00 +5.3282e+00 -5.6160e+00 -4.1486e+00 +5.8755e+00 +1.3226e+00 -5.0153e+00 +4.1433e+00
127 +1.967753231e+02 +1.967753231e+02 +1.875653231e+02 +1.875653231e+02 +1.5893e+00 +3.5809e+00 -7.4251e+00 -1.3307e+00 +1.0934e-01 +1.8623e+00 -7.1199e+00 +2.0536e+00 +2.1813e+00 +3.0843e+00 +3.6098e+00 +1.0669e+00 +4.6223e+00 +9.1219e+00 -4.3671e+00 -6.3435e+00 +5.2056e+00 +1.1823e+00 -4.7342e+00 +5.1150e+00
142 +1.900371753e+02 +1.900371753e+02 +1.808271753e+02 +1.808271753e+02 +1.8893e+00 +3.2443e+00 -7.4285e+00 -1.3787e+00 +1.5403e+00 +2.8689e+00 -5.8808e+00 +2.1031e+00 +1.5550e+00 +4.0591e+00 +4.4033e+00 +1.3321e+00 +4.0171e+00 +9.9356e+00 -5.3298e+00 -7.6639e+00 +5.5748e+00 +2.4181e+00 -5.5350e+00 +5.0389e+00
154 +1.854135705e+02 +1.854135705e+02 +1.762035705e+02 +1.762035705e+02 +3.1762e-01 +3.2040e+00 -4.6939e+00 -3.9778e+00 +2.4729e+00 +1.8223e+00 -6.1103e+00 +4.2497e+00 +2.2888e+00 +2.8339e+00 +3.7545e+00 -1.9128e-01 +2.8224e+00 +7.3771e+00 -7.5073e+00 -6.2717e+00 +6.2803e+00 +2.0313e+00 -5.9096e+00 +5.3110e+00
155 +1.793682728e+02 +1.793682728e+02 +1.701582728e+02 +1.701582728e+02 +3.1941e+00 +4.3381e+00 -8.7864e+00 -4.4933e-03 +2.0866e+00 +2.6092e+00 -5.2691e+00 +2.6890e+00 +2.2825e+00 +4.9427e+00 +3.0255e+00 +2.0742e+00 +5.7583e+00 +1.2917e+01 -4.3438e+00 -1.0041e+01 +6.1679e+00 +3.6374e+00 -7.3480e+00 +4.5312e+00
161 +1.773832680e+02 +1.773832680e+02 +1.681732680e+02 +1.681732680e+02 +2.8290e+00 +3.1057e+00 -8.4651e+00 -1.3808e+00 +2.0921e+00 +3.9653e+00 -6.7731e+00 +1.9395e+00 +1.4077e+00 +5.0731e+00 +2.2902e+00 +1.4868e+00 +5.7324e+00 +1.1077e+01 -5.0983e+00 -8.1406e+00 +6.5619e+00 +3.3094e+00 -6.2469e+00 +5.1250e+00
167 +1.664973356e+02 +1.664973356e+02 +1.572873356e+02 +1.572873356e+02 +2.9123e+00 +2.8234e+00 -7.6268e+00 -5.2642e-01 +2.0609e+00 +3.1373e+00 -7.4692e+00 +2.2080e+00 +2.4529e+00 +3.0939e+00 +1.1645e+00 +9.9275e-01 +6.0777e+00 +9.9722e+00 -5.8376e+00 -6.6817e+00 +7.0328e+00 +3.5380e+00 -6.6513e+00 +4.5008e+00
173 +1.635725200e+02 +1.635725200e+02 +1.543625200e+02 +1.543625200e+02 +2.6260e+00 +3.3548e+00 -8.7069e+00 +3.6002e-01 +1.6448e+00 +2.7320e+00 -6.1433e+00 +3.4407e+00 +3.0483e+00 +4.0700e+00 +9.5919e-01 +1.3235e+00 +6.4967e+00 +1.0582e+01 -6.0659e+00 -6.6490e+00 +6.8526e+00 +4.0076e+00 -5.9279e+00 +4.0379e+00
178 +1.621259150e+02 +1.621259150e+02 +1.529159150e+02 +1.529159150e+02 +3.1297e+00 +3.2503e+00 -9.3153e+00 +2.6010e-01 +2.4145e+00 +3.8963e+00 -7.3227e+00 +3.2110e+00 +3.1500e+00 +3.2463e+00 +9.3595e-01 +3.1778e+00 +7.3326e+00 +1.1661e+01 -5.0430e+00 -7.2472e+00 +7.4875e+00 +4.4059e+00 -5.7162e+00 +4.5561e+00
