% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.396983841e+02 +6.396983841e+02 +1.776083841e+02 +1.776083841e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +5.975001147e+02 +5.975001147e+02 +1.354101147e+02 +1.354101147e+02 +2.4359e+00 -2.3092e+00 -8.8981e-01 -1.3289e+00 +1.9026e-01 -2.9808e+00 -9.1330e-02 -1.5541e-01 +3.9535e-01 +1.8767e+00 +1.6303e+00 -5.6303e-01 -8.2954e-01 -1.1932e+00 +5.9358e-01 -9.2830e-01 -1.6674e-01 -2.9613e-01 +1.7602e+00 -8.4886e-01
14 +4.607492443e+02 +4.607492443e+02 -1.340755719e+00 -1.340755719e+00 +1.9329e+00 -6.1911e-01 -1.5061e+00 +1.1620e-01 +9.8168e-01 -2.8223e+00 -1.5828e+00 +4.4163e-01 -2.0527e-01 -2.7633e-02 +2.3400e+00 -2.4149e+00 -1.7065e+00 -1.0130e+00 +5.8291e-01 -2.1043e+00 -2.1883e+00 +8.7806e-01 +1.7485e+00 +1.1669e+00
89 +4.463702544e+02 +4.463702544e+02 -1.571974563e+01 -1.571974563e+01 +1.8623e+00 +3.7941e-01 -1.4204e+00 -1.0291e-01 +8.7393e-01 +1.1601e+00 -3.6747e+00 +3.3278e+00 -8.2674e-01 +1.0798e+00 +7.7283e-01 -4.2733e+00 -6.4897e-01 +1.1429e+00 -7.8151e-01 -3.7388e+00 -7.2916e-01 +1.3033e+00 +2.4435e+00 +7.2342e-01
102 +4.261002597e+02 +4.261002597e+02 -3.598974028e+01 -3.598974028e+01 +1.3259e+00 +1.3182e+00 -3.8445e+00 -2.9709e+00 -9.3019e-01 +1.2487e+00 -3.1988e+00 +3.2925e+00 +1.0752e+00 +1.6157e-01 +5.8004e-01 -3.7031e+00 +1.9702e-01 -5.0194e-01 +5.4217e-01 -2.4047e+00 -1.9224e+00 +1.6458e+00 +1.4508e+00 +8.8349e-01
127 +3.559418881e+02 +3.559418881e+02 -1.061481119e+02 -1.061481119e+02 +2.2536e+00 +1.7014e+00 -1.2845e+00 -2.3326e+00 -1.7072e+00 +1.3573e+00 -1.2152e+00 +1.9848e+00 -9.1373e-01 +1.0549e+00 +5.2071e-01 -4.7906e+00 -7.3551e-01 -1.1877e+00 +5.7545e-02 -2.7891e+00 -9.9507e-02 +1.6124e+00 +1.3088e+00 +1.5585e+00
140 +3.250098065e+02 +3.250098065e+02 -1.370801935e+02 -1.370801935e+02 +1.0316e+00 +2.5534e+00 -2.3581e+00 -2.1413e+00 -1.6394e+00 +9.3815e-01 -1.4771e+00 +2.6109e+00 +1.4451e-01 +5.0376e-01 +1.0087e+00 -4.6693e+00 -2.7017e-01 -1.4662e+00 +1.2977e+00 -3.0820e+00 +3.7978e-01 +2.1095e+00 +1.6894e+00 +1.9246e+00
149 +3.187609696e+02 +3.187609696e+02 -1.433290304e+02 -1.433290304e+02 +2.1183e+00 +2.3930e+00 -2.6132e+00 -2.6955e+00 -2.2139e+00 -3.4231e-01 -1.6550e+00 +2.2092e+00 +1.1619e-02 +5.2882e-01 +9.1207e-01 -3.2374e+00 +2.8629e-01 -1.6319e+00 +8.8880e-01 -3.9952e+00 +2.9067e-01 +3.2764e+00 +1.5352e+00 +1.8948e+00
351 +2.832536551e+02 +2.832536551e+02 -1.788363449e+02 -1.788363449e+02 +3.4628e-01 +1.3447e+00 -1.4126e+00 -2.9211e+00 -4.7647e-01 +8.5813e-01 -6.3027e-01 +6.7455e-01 -2.2356e-03 -1.0858e+00 +2.7439e+00 -4.1398e+00 -1.1060e+00 -2.9203e+00 +8.3422e-01 -4.6266e+00 +1.3065e-01 +1.3177e+00 +2.0786e+00 +2.4983e+00
469 +2.653751677e+02 +2.653751677e+02 -1.967148323e+02 -1.967148323e+02 +1.1947e+00 +3.0872e+00 -1.9615e+00 -1.4468e-01 -1.6579e+00 +1.2565e+00 -5.4007e-01 -6.8944e-01 +7.8990e-01 -1.0298e+00 +2.2871e+00 -4.3892e+00 -1.5160e-01 -3.3539e+00 -7.4928e-01 -4.1947e+00 -2.7567e-02 +2.5486e+00 +2.8043e+00 +2.6066e+00
566 +2.628566310e+02 +2.628566310e+02 -1.992333690e+02 -1.992333690e+02 +1.4693e+00 +3.0257e+00 -2.2274e+00 -8.8964e-01 -1.4384e+00 +2.2433e+00 +3.7482e-02 -2.3782e-02 +1.7264e+00 -6.0028e-01 +2.3456e+00 -4.2287e+00 -5.6951e-01 -3.4682e+00 -1.4775e-02 -3.6685e+00 +3.0442e-02 +3.0311e+00 +2.4551e+00 +2.9135e+00
603 +2.521648659e+02 +2.521648659e+02 -2.099251341e+02 -2.099251341e+02 +1.1523e+00 +3.3497e+00 -2.0301e+00 -2.7506e-01 -1.5975e+00 +1.9771e+00 +7.9988e-01 -1.7343e-01 +1.1604e+00 +1.4332e-01 +2.6352e+00 -3.8159e+00 -6.1904e-01 -3.4340e+00 -2.6749e-01 -3.7474e+00 -5.0138e-01 +2.3424e+00 +2.1109e+00 +2.4576e+00
638 +2.458019546e+02 +2.458019546e+02 -2.162880454e+02 -2.162880454e+02 +1.2791e+00 +3.3211e+00 -2.1699e+00 -5.8930e-02 -1.6082e+00 +2.4452e+00 +1.0509e+00 -4.4804e-01 +1.1782e+00 -2.0381e-02 +2.8208e+00 -3.9009e+00 -4.9544e-01 -3.3660e+00 -4.3162e-02 -3.5470e+00 -2.4898e-01 +1.9425e+00 +2.5603e+00 +2.1167e+00
658 +2.409267887e+02 +2.409267887e+02 -2.211632113e+02 -2.211632113e+02 +1.5551e+00 +3.3480e+00 -2.2709e+00 +6.2396e-01 -1.6057e+00 +2.5840e+00 +1.1554e+00 -1.1989e-01 +1.3064e+00 -9.1014e-02 +2.5725e+00 -3.9534e+00 -3.6049e-01 -3.0590e+00 -3.6805e-01 -3.5715e+00 -2.1179e-01 +2.1500e+00 +2.8252e+00 +1.8555e+00
742 +2.393241677e+02 +2.393241677e+02 -2.227658323e+02 -2.227658323e+02 +1.2200e+00 +3.5910e+00 -2.0959e+00 +1.5127e+00 -1.6188e+00 +2.0487e+00 +7.2786e-01 +5.8217e-01 +1.5348e+00 -6.5506e-01 +2.7915e+00 -4.2895e+00 -5.7430e-02 -3.4596e+00 +1.0106e-01 -3.0085e+00 -6.0455e-01 +2.9837e+00 +2.8287e+00 +1.7624e+00
754 +2.232744461e+02 +2.232744461e+02 -2.388155539e+02 -2.388155539e+02 +1.0801e+00 +3.4241e+00 -1.9766e+00 +1.6304e+00 -1.5395e+00 +2.0307e+00 +6.2286e-01 +6.0052e-01 +1.7670e+00 -3.9852e-01 +2.7772e+00 -4.4422e+00 -3.2176e-01 -3.4872e+00 +4.6233e-02 -3.1949e+00 -4.6079e-01 +2.9640e+00 +2.5730e+00 +1.8143e+00
780 +2.049882173e+02 +2.049882173e+02 -2.571017827e+02 -2.571017827e+02 +1.4689e+00 +3.1874e+00 -2.1210e+00 +2.2818e+00 -9.2061e-01 +2.1979e+00 +6.8138e-01 +7.4166e-01 +1.9323e+00 -6.1064e-01 +2.9007e+00 -4.7358e+00 -3.9765e-01 -3.5190e+00 +1.2406e-01 -3.6070e+00 -5.0039e-01 +2.7455e+00 +2.5400e+00 +1.9125e+00
960 +2.038646529e+02 +2.038646529e+02 -2.582253471e+02 -2.582253471e+02 +8.8905e-01 +2.1847e+00 -2.0535e+00 +1.5457e+00 -8.1514e-01 +2.1651e+00 +1.9282e+00 -1.8150e-01 +1.1232e+00 -4.9798e-01 +2.7667e+00 -4.1487e+00 -3.5525e-01 -3.1515e+00 +2.4495e-01 -4.2542e+00 -8.5590e-01 +2.8991e+00 +2.5265e+00 +1.7815e+00
965 +1.880699046e+02 +1.880699046e+02 -2.740200954e+02 -2.740200954e+02 +5.3202e-01 +2.2744e+00 -2.2512e+00 +1.5250e+00 -7.9434e-01 +2.2036e+00 +1.9749e+00 -2.1617e-01 +1.1595e+00 -5.2870e-01 +2.7569e+00 -3.7691e+00 -4.2814e-01 -3.2526e+00 +3.4778e-01 -4.1560e+00 -7.9161e-01 +3.2115e+00 +2.5031e+00 +1.8930e+00
983 +1.822248917e+02 +1.822248917e+02 -2.798651083e+02 -2.798651083e+02 +5.7301e-01 +2.3717e+00 -2.4389e+00 +6.9652e-01 -4.5583e-01 +1.9135e+00 +1.6775e+00 +1.6878e-02 +1.1706e+00 -1.0837e+00 +2.7262e+00 -4.2124e+00 -3.8545e-01 -2.9154e+00 +4.0606e-01 -4.2885e+00 -5.8887e-01 +3.2743e+00 +2.4983e+00 +1.4607e+00
1396 +1.804172223e+02 +1.804172223e+02 -2.816727777e+02 -2.816727777e+02 +6.0641e-01 +2.4302e+00 -1.6287e+00 +9.5342e-01 -1.4837e+00 +1.3788e+00 +3.0101e-01 -1.7453e-01 +1.7931e+00 -5.9916e-01 +2.7544e+00 -3.6954e+00 -3.7162e-01 -2.3244e+00 +4.9147e-01 -3.0472e+00 +2.9612e-01 +2.6559e+00 +2.7979e+00 +1.1923e+00
1439 +1.776519584e+02 +1.776519584e+02 -2.844380416e+02 -2.844380416e+02 +6.0009e-01 +2.4112e+00 -1.5200e+00 +6.9801e-01 -1.6416e+00 +1.3362e+00 +3.7391e-01 -5.7828e-02 +1.6757e+00 -5.5063e-01 +2.6167e+00 -3.6653e+00 -3.8478e-01 -2.1774e+00 +4.5691e-01 -3.2898e+00 +3.3966e-01 +2.6083e+00 +2.7807e+00 +1.1723e+00
