% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.357246449e+01 +7.357246449e+01 +1.449224645e+02 +1.449224645e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +4.699271660e+01 +4.699271660e+01 +1.183427166e+02 +1.183427166e+02 +8.2823e-01 -5.4529e-01 +1.9705e+00 +1.1758e+00 -1.5201e+00 -7.0863e-01 -7.3881e-01 +2.2387e+00 +5.7940e-01 +1.4813e+00 -7.2415e-01 +1.0162e+00 -1.1112e-01 -2.5912e-01 +9.6362e-02 +4.9626e-01 +3.0933e-01 -5.5671e-01 +8.3088e-01 -7.4684e-01
32 +4.642212710e+01 +4.642212710e+01 +1.177721271e+02 +1.177721271e+02 -3.4921e+00 -2.2772e+00 +4.5679e+00 +5.6634e-01 -4.1937e-01 -5.3607e+00 +4.3465e-01 +2.6799e+00 +6.2341e-01 +1.7066e+00 -8.5120e-01 +4.1763e+00 +6.8248e-02 +1.0344e+00 -1.4555e+00 -5.3431e-01 +3.6511e+00 -6.4608e-02 +2.5773e+00 -1.1916e+00
46 +2.699842809e+01 +2.699842809e+01 +9.834842809e+01 +9.834842809e+01 -4.2248e+00 -1.7674e+00 +5.7540e+00 -9.2935e-01 -1.4412e+00 -3.9705e+00 +1.5149e-01 +3.2341e+00 +1.9116e-01 +2.7854e+00 -2.1752e-02 +2.2920e+00 -2.0863e-01 -8.7880e-01 -1.5630e+00 -4.0210e-02 +2.1950e+00 -9.6347e-01 +1.5617e+00 -2.3007e+00
20837 +2.125251459e+01 +2.125251459e+01 +9.260251459e+01 +9.260251459e+01 +9.8247e-01 -3.1445e+00 +2.9736e+00 -6.5050e+00 -3.4468e+00 -4.2570e+00 +3.0687e+00 -1.0585e+00 -6.3285e+00 +3.2350e+00 -6.2324e+00 +2.9639e+00 +3.5551e+00 +2.7378e+00 +6.2781e+00 +2.9676e+00 +5.6386e+00 -3.1986e+00 -3.1432e+00 +3.4372e+00
22125 +2.067498735e+01 +2.067498735e+01 +9.202498735e+01 +9.202498735e+01 +3.5021e+00 -1.3179e+00 +2.3038e+00 -5.6006e+00 -4.4282e+00 -3.0810e+00 +3.7104e+00 +2.0032e+00 -4.5351e+00 -5.3163e-01 -3.4984e+00 -2.8041e-01 -3.0542e+00 +4.8114e+00 +4.5140e+00 +1.9043e+00 +5.3954e+00 +3.0491e+00 -6.6583e-01 -2.9189e+00
23800 +1.724845193e+01 +1.724845193e+01 +8.859845193e+01 +8.859845193e+01 +6.4777e+00 -4.6028e-01 +5.6177e+00 -3.4787e+00 -4.6837e+00 -5.4257e+00 +3.6830e+00 +4.7940e+00 -3.2696e+00 -1.8512e-01 -3.0073e+00 -7.0917e-01 -5.9567e+00 +2.9274e+00 +7.1846e+00 +1.3943e+00 +6.6308e+00 +3.2804e+00 +3.5572e-01 -2.0352e+00
24839 +1.657019221e+01 +1.657019221e+01 +8.792019221e+01 +8.792019221e+01 +6.9659e+00 -3.1889e-01 +5.7195e+00 -3.8218e+00 -5.6246e+00 -4.6617e+00 +2.9674e+00 +3.0699e+00 -3.2475e+00 -2.6780e+00 -4.1448e+00 -2.1706e+00 -1.6355e+00 +2.7600e+00 +1.0994e-01 +9.1414e-01 +2.4137e+00 +5.3639e+00 +1.6938e+00 -3.1763e+00
25782 +1.582642057e+01 +1.582642057e+01 +8.717642057e+01 +8.717642057e+01 +7.0907e+00 +7.9198e-01 +4.9984e+00 -4.0882e+00 -5.9072e+00 -5.0800e+00 +2.9897e+00 +3.4095e+00 -3.3644e+00 -2.8988e+00 -4.4936e+00 -1.7234e+00 -1.9167e+00 +2.8510e+00 +8.5138e-01 -2.5375e-02 +2.6771e+00 +6.0985e+00 +1.5875e+00 -3.2950e+00
26607 +1.444433807e+01 +1.444433807e+01 +8.579433807e+01 +8.579433807e+01 +6.4203e+00 +2.3274e+00 +5.3397e+00 -5.1603e+00 -5.1857e+00 -5.1365e+00 +3.3486e+00 +4.0675e+00 -2.8916e+00 -2.3706e+00 -3.1521e+00 -2.4697e+00 -3.3605e+00 +1.8509e+00 -6.6694e-01 -6.2581e-02 +2.2107e+00 +3.5185e+00 +1.9063e+00 -3.8068e+00
27561 +1.352205511e+01 +1.352205511e+01 +8.487205511e+01 +8.487205511e+01 +6.5157e+00 +1.4925e+00 +5.3364e+00 -5.0561e+00 -5.9135e+00 -5.3566e+00 +3.1776e+00 +3.9536e+00 -3.9795e+00 -3.3561e+00 -3.9674e+00 -2.3091e+00 -3.3453e+00 +2.5424e+00 +2.1049e-01 +3.2025e-01 +3.0946e+00 +5.3470e+00 +9.7785e-01 -4.3839e+00
