% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.202573670e+02 +7.202573670e+02 +7.502273670e+02 +7.502273670e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +6.985749075e+02 +6.985749075e+02 +7.285449075e+02 +7.285449075e+02 -7.8610e-01 -3.6442e+00 +2.9087e-01
3 +3.733646121e+02 +3.733646121e+02 +4.033346121e+02 +4.033346121e+02 -1.3776e-01 -4.2335e+00 -2.7685e+00
18 +2.740181758e+02 +2.740181758e+02 +3.039881758e+02 +3.039881758e+02 +2.2423e+00 -4.9750e+00 -3.0325e+00
20 +2.279559827e+02 +2.279559827e+02 +2.579259827e+02 +2.579259827e+02 +1.6248e+00 -4.3704e+00 -3.2000e+00
22 +1.397123753e+02 +1.397123753e+02 +1.696823753e+02 +1.696823753e+02 +7.8477e-01 -2.2705e+00 -2.5425e+00
23 +1.184905312e+02 +1.184905312e+02 +1.484605312e+02 +1.484605312e+02 +8.7622e-01 -1.9487e+00 -4.3924e+00
38 +5.285832144e+01 +5.285832144e+01 +8.282832144e+01 +8.282832144e+01 +8.3948e-01 -1.9731e+00 -3.8735e+00
58 +4.889579208e+01 +4.889579208e+01 +7.886579208e+01 +7.886579208e+01 +1.5654e-01 -2.6639e-01 -4.6876e+00
81 +4.614396644e+01 +4.614396644e+01 +7.611396644e+01 +7.611396644e+01 +1.4071e+00 -2.8606e+00 -2.9415e+00
85 +3.239590645e+01 +3.239590645e+01 +6.236590645e+01 +6.236590645e+01 +8.5536e-01 -1.5547e+00 -3.9715e+00
146 +1.855680020e+01 +1.855680020e+01 +4.852680020e+01 +4.852680020e+01 +1.1717e+00 -2.3195e+00 -3.1824e+00
193 +8.205719437e+00 +8.205719437e+00 +3.817571944e+01 +3.817571944e+01 +1.1148e+00 -2.0070e+00 -3.3354e+00
331 +5.648719725e+00 +5.648719725e+00 +3.561871972e+01 +3.561871972e+01 +5.2575e-01 -1.1888e+00 -4.0928e+00
381 +5.243801449e+00 +5.243801449e+00 +3.521380145e+01 +3.521380145e+01 +4.7105e-01 -1.1195e+00 -4.1719e+00
