% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.817093392e+01 +1.817093392e+01 +2.504093392e+01 +2.504093392e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +7.603332004e+00 +7.603332004e+00 +1.447333200e+01 +1.447333200e+01 +2.7589e-01 -1.5572e+00 +5.9509e-01 +1.1368e+00 -2.3157e+00 -1.5386e+00 -1.3692e+00 -1.8876e+00 +9.6829e-01 -3.1306e+00 +5.9020e-01 +2.0149e-01 -1.1105e+00 -5.9009e-02 +7.6054e-01 +5.0058e-01 +9.9016e-01 +1.2718e+00 -2.7482e+00 -1.7913e+00
12 +7.131289924e+00 +7.131289924e+00 +1.400128992e+01 +1.400128992e+01 -1.8075e-01 -2.5365e+00 +1.5562e+00 -7.1131e-01 -2.6993e+00 -1.2143e+00 -1.0978e+00 -2.0552e+00 +3.1761e-01 -3.0001e+00 +6.7184e-01 +4.1383e-01 -1.0939e-01 +5.8263e-01 +8.7394e-01 +1.4509e+00 +1.3868e+00 +7.9253e-01 -2.9763e+00 -3.0075e+00
16 +5.706279199e+00 +5.706279199e+00 +1.257627920e+01 +1.257627920e+01 +6.4156e-01 -5.1118e-01 +1.4264e+00 +1.5629e+00 -1.3466e+00 -2.6876e+00 -2.4167e+00 -1.7866e-01 -3.0692e-01 -2.2736e+00 +1.2212e+00 +2.7644e-01 -1.5324e+00 -2.7215e-01 +4.0366e-01 -1.8006e-01 +2.6725e+00 +5.5987e-01 -2.5117e+00 -3.6302e+00
24 +5.409719017e+00 +5.409719017e+00 +1.227971902e+01 +1.227971902e+01 -4.1979e-01 +7.5674e-01 -4.2680e-01 +1.3535e+00 -1.4413e+00 -1.5331e+00 -1.4603e+00 -8.5760e-01 -2.3869e-01 -3.9003e+00 +5.3950e-01 +6.9910e-03 -2.3042e+00 +5.7938e-01 +2.8729e-01 -5.9407e-01 +2.5592e+00 -5.9902e-01 -2.2201e+00 -3.9755e+00
145 +5.323340602e+00 +5.323340602e+00 +1.219334060e+01 +1.219334060e+01 +9.5810e-01 +4.8031e+00 +2.4663e+00 +1.3955e+00 +3.7753e+00 -1.5584e+00 -2.8335e+00 +1.3894e+00 -1.5153e+00 -1.6109e+00 -2.1907e+00 -2.0331e+00 -9.6586e-01 -2.3558e+00 +8.8775e-01 +5.0894e-01 +1.4262e+00 -1.1660e+00 +2.8066e+00 -4.1400e+00
185 +4.656460283e+00 +4.656460283e+00 +1.152646028e+01 +1.152646028e+01 +1.1683e+00 +2.5016e+00 +2.5319e+00 +1.0794e+00 +4.2004e+00 -3.2057e+00 -5.5620e+00 +3.5372e+00 -2.5907e+00 -8.1679e-01 -5.8055e+00 -1.6411e+00 -2.7218e-01 -7.0581e-01 +1.7596e+00 +2.0132e+00 +3.1110e+00 -2.9302e+00 +4.6723e+00 -4.5865e+00
311 +4.317274145e+00 +4.317274145e+00 +1.118727414e+01 +1.118727414e+01 +1.9545e-01 -1.5411e+00 +3.4394e+00 -1.0574e-01 +2.8364e+00 -4.0899e+00 -4.2789e+00 -1.8882e+00 -6.0137e-01 +1.5790e+00 -4.0249e+00 -4.4501e+00 -3.2304e+00 -4.1229e+00 +4.0784e+00 +1.5766e-01 +5.5387e+00 -4.6508e+00 +4.6832e+00 +2.8513e+00
1380 +3.953595325e+00 +3.953595325e+00 +1.082359532e+01 +1.082359532e+01 -4.1819e+00 -8.3894e-01 +3.6397e+00 +5.7321e+00 -4.7665e-01 -3.3474e+00 -5.2980e+00 -9.4679e-01 -1.0780e+00 -2.5190e+00 -3.6129e+00 -2.1952e+00 +2.9319e+00 -4.4764e+00 +4.5085e+00 -4.2962e+00 +3.0323e+00 -1.9269e+00 +2.5747e+00 -2.7000e+00
1778 +3.636767029e+00 +3.636767029e+00 +1.050676703e+01 +1.050676703e+01 -4.9835e+00 -1.2063e+00 +2.1987e+00 +3.5038e+00 -1.0791e+00 -2.7532e+00 -4.3543e+00 -2.9317e+00 -2.2038e+00 -1.4830e+00 -4.6759e+00 -3.2144e+00 +3.1033e+00 -4.8701e+00 +5.5208e+00 -5.1108e+00 +4.2575e+00 -2.1885e+00 +1.5822e+00 -7.9919e-01
156751 +3.387818291e+00 +3.387818291e+00 +1.025781829e+01 +1.025781829e+01 -5.0352e+00 +4.9102e+00 -1.9855e+00 -2.2023e+00 +2.8237e+00 -1.3112e+00 +4.9994e+00 -2.4731e+00 -3.8479e+00 -3.2479e+00 -5.4185e+00 +2.1646e+00 -1.5428e+00 +3.9130e+00 -5.3095e+00 -1.7182e+00 -1.5109e+00 -6.0381e+00 -2.4431e+00 -4.2167e+00
160499 +3.059888666e+00 +3.059888666e+00 +9.929888666e+00 +9.929888666e+00 +3.8683e+00 +4.0658e+00 +1.0755e+00 -5.3663e+00 +1.4848e+00 -4.2655e+00 +3.5007e+00 -8.5545e-01 -4.3592e+00 +1.4559e+00 -6.9532e-02 +5.5533e+00 +2.8785e+00 -5.1003e+00 +5.1017e+00 +4.0782e+00 -3.4579e+00 +3.8913e+00 -4.7896e+00 +5.2461e+00
507820 +2.351544792e+00 +2.351544792e+00 +9.221544792e+00 +9.221544792e+00 +5.5936e+00 +4.8528e+00 +4.2554e+00 +2.5582e+00 +4.5484e+00 -2.5553e+00 -5.1042e+00 -1.2873e+00 +3.6643e+00 -1.9651e+00 -2.3942e+00 +4.1755e+00 +1.0895e+00 +1.0706e-01 +2.4414e+00 +3.9734e+00 -4.1976e+00 +1.7262e+00 -5.1622e+00 +1.3692e-01
508630 +2.197703789e+00 +2.197703789e+00 +9.067703789e+00 +9.067703789e+00 +5.5752e+00 +4.7235e+00 +4.1831e+00 +2.7389e+00 +4.7516e+00 -2.7349e+00 -5.2660e+00 -1.5004e+00 +3.8992e+00 -1.9660e+00 -2.4460e+00 +4.0654e+00 +9.2068e-01 +1.8335e-01 +1.5310e+00 +3.9470e+00 -4.2097e+00 +1.5583e+00 -5.2561e+00 +1.9215e-02
508701 +2.149084036e+00 +2.149084036e+00 +9.019084036e+00 +9.019084036e+00 +5.5934e+00 +4.7229e+00 +4.1988e+00 +2.7155e+00 +4.7434e+00 -2.7154e+00 -5.2539e+00 -1.5093e+00 +3.8943e+00 -1.9676e+00 -2.4653e+00 +4.0788e+00 +9.2791e-01 +2.5687e-01 +1.5295e+00 +3.9567e+00 -4.2087e+00 +1.5325e+00 -5.2609e+00 +3.7355e-02
508732 +2.094415187e+00 +2.094415187e+00 +8.964415187e+00 +8.964415187e+00 +5.6035e+00 +4.7101e+00 +4.2017e+00 +2.7160e+00 +4.7433e+00 -2.7351e+00 -5.2568e+00 -1.5146e+00 +3.8906e+00 -1.9685e+00 -2.4905e+00 +4.0788e+00 +9.4364e-01 +2.4145e-01 +1.5138e+00 +3.9494e+00 -4.2146e+00 +1.5486e+00 -5.2539e+00 +4.6117e-02
508763 +1.822195245e+00 +1.822195245e+00 +8.692195245e+00 +8.692195245e+00 +5.5949e+00 +4.7090e+00 +4.2059e+00 +2.7103e+00 +4.7520e+00 -2.7206e+00 -5.2512e+00 -1.5092e+00 +3.8909e+00 -1.9641e+00 -2.4532e+00 +4.0910e+00 +9.3713e-01 +2.4362e-01 +1.5209e+00 +3.9489e+00 -4.2183e+00 +1.5587e+00 -5.2617e+00 +4.9184e-02
508767 +1.769124734e+00 +1.769124734e+00 +8.639124734e+00 +8.639124734e+00 +5.5983e+00 +4.7078e+00 +4.2036e+00 +2.7107e+00 +4.7466e+00 -2.7305e+00 -5.2510e+00 -1.5078e+00 +3.8904e+00 -1.9655e+00 -2.4502e+00 +4.0852e+00 +9.3919e-01 +2.4867e-01 +1.5160e+00 +3.9494e+00 -4.2152e+00 +1.5535e+00 -5.2573e+00 +4.7935e-02
508807 +1.660655592e+00 +1.660655592e+00 +8.530655592e+00 +8.530655592e+00 +5.5963e+00 +4.7187e+00 +4.1988e+00 +2.7171e+00 +4.7439e+00 -2.7294e+00 -5.2543e+00 -1.5094e+00 +3.8926e+00 -1.9636e+00 -2.4713e+00 +4.0786e+00 +9.3132e-01 +2.5146e-01 +1.5059e+00 +3.9508e+00 -4.2086e+00 +1.5475e+00 -5.2559e+00 +5.2526e-02
508849 +1.554259923e+00 +1.554259923e+00 +8.424259923e+00 +8.424259923e+00 +5.5950e+00 +4.7177e+00 +4.1954e+00 +2.7236e+00 +4.7423e+00 -2.7229e+00 -5.2565e+00 -1.5102e+00 +3.8939e+00 -1.9625e+00 -2.4803e+00 +4.0666e+00 +9.3241e-01 +2.4957e-01 +1.5074e+00 +3.9457e+00 -4.2076e+00 +1.5449e+00 -5.2572e+00 +5.3278e-02
