% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.021155843e+01 +8.021155843e+01 +1.209915584e+02 +1.209915584e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +7.913197672e+01 +7.913197672e+01 +1.199119767e+02 +1.199119767e+02 +1.0666e+00 +1.4046e-01 +1.0280e-01 -9.9542e-01 -2.6398e-01 -7.9426e-01 -1.4571e+00 +6.8154e-01 -1.0778e+00 +2.9152e-03 +2.2617e+00 +5.6150e-01 -5.8555e-01 +1.4559e+00 +1.2067e+00 +4.6881e-01 -2.0337e-01 -1.3604e+00 +5.8164e-01 -1.0095e-01
16 +7.690504401e+01 +7.690504401e+01 +1.176850440e+02 +1.176850440e+02 +1.8969e+00 +9.1092e-03 -3.2194e-01 -7.0011e-01 -9.8629e-01 -4.7222e-01 -3.0241e+00 +1.1080e-01 -1.3549e+00 -4.5764e-01 +1.7438e+00 +2.2523e-01 -1.0093e+00 +2.0610e+00 +1.1746e+00 -8.2315e-01 +3.1434e-01 -9.0100e-03 +9.1993e-01 -4.7646e-01
25 +7.488056574e+01 +7.488056574e+01 +1.156605657e+02 +1.156605657e+02 +3.0877e+00 -1.0171e+00 -4.6162e-02 -1.6126e+00 -1.3603e+00 +3.0082e-01 -4.6712e+00 -6.7580e-01 -1.8512e+00 -1.8861e-01 +2.1665e+00 +1.2588e+00 -2.0215e+00 +2.4398e+00 -3.9587e-01 -1.3055e+00 +1.0345e+00 +9.2091e-01 +1.6853e+00 -1.5921e+00
55 +7.383753964e+01 +7.383753964e+01 +1.146175396e+02 +1.146175396e+02 +1.3465e+00 -2.6006e+00 -1.8661e+00 -6.8662e-01 -4.2993e+00 -1.8329e+00 -3.6646e+00 -2.4212e+00 -1.8279e+00 +1.6394e+00 +3.0749e+00 -1.7055e+00 -3.5420e+00 -8.2859e-01 +1.4229e+00 -3.7891e+00 +2.9677e-01 +3.2380e-01 -1.7206e+00 +4.3449e-02
57 +7.011908923e+01 +7.011908923e+01 +1.108990892e+02 +1.108990892e+02 +1.6951e+00 -4.9411e+00 -9.5573e-01 -7.0725e-01 -2.1261e+00 -1.9823e+00 -4.0343e+00 -2.8074e+00 -1.4135e+00 -3.1025e-01 +3.3292e+00 +4.9168e-01 -2.2295e+00 +1.6026e+00 +1.3522e+00 -2.5654e+00 +5.7816e-01 +1.6534e-02 -1.5704e+00 -5.6623e-01
64 +6.808970701e+01 +6.808970701e+01 +1.088697070e+02 +1.088697070e+02 +4.3665e-01 -4.8705e+00 +4.3211e-01 -4.4918e-01 -2.2171e+00 -1.8043e+00 -5.7976e+00 -2.7943e+00 -7.8566e-01 -2.2781e-01 +4.2105e+00 +1.5931e+00 -1.8393e+00 +1.4990e+00 +1.3175e+00 -4.8594e+00 +1.3618e+00 -6.8912e-01 -2.8663e+00 -1.4940e+00
72 +6.374466533e+01 +6.374466533e+01 +1.045246653e+02 +1.045246653e+02 -1.1246e-01 -4.7494e+00 +3.2512e-02 +3.2202e-01 -2.9997e+00 -1.7621e+00 -5.8420e+00 -1.9387e+00 -7.2236e-01 -1.3713e+00 +3.6009e+00 +9.6977e-01 -1.6234e+00 +1.4639e+00 +5.6863e-01 -5.4857e+00 +1.4214e+00 -1.3485e+00 -4.2528e+00 -2.1789e+00
96 +6.273118480e+01 +6.273118480e+01 +1.035111848e+02 +1.035111848e+02 -1.2132e+00 -2.5212e+00 -4.2586e-01 +2.2342e-01 -1.3372e+00 -6.0136e-01 -4.5832e+00 -1.7716e+00 -1.0088e+00 -1.4490e+00 +2.6240e+00 +1.0635e+00 -1.6185e+00 +1.3984e-01 -4.7719e-01 -3.6237e+00 +8.2337e-01 -1.7283e-01 -4.0981e+00 -2.0511e+00
106 +6.055454912e+01 +6.055454912e+01 +1.013345491e+02 +1.013345491e+02 +4.7435e-01 -9.8031e-01 -1.0215e-01 +1.6517e-01 -3.4734e+00 -1.1581e-01 -4.1018e+00 -4.9482e-01 -1.7674e+00 -3.8636e-01 +3.3440e+00 -1.4250e+00 -9.5218e-01 +7.9848e-01 -1.6565e+00 -3.7058e+00 +1.2862e+00 -1.4689e+00 -4.0331e+00 -4.8429e+00
115 +4.958011078e+01 +4.958011078e+01 +9.036011078e+01 +9.036011078e+01 +9.6644e-01 -1.4812e+00 -4.6705e-01 -6.2246e-01 -4.1005e+00 -1.1786e+00 -4.0790e+00 -6.5220e-01 -1.4163e+00 -1.4264e+00 +2.5646e+00 -1.3948e-01 -1.6858e+00 +3.5839e-01 -1.3934e+00 -4.7692e+00 +1.1791e+00 -1.6391e+00 -4.2808e+00 -4.7536e+00
133 +4.239327670e+01 +4.239327670e+01 +8.317327670e+01 +8.317327670e+01 +1.2092e+00 -8.3751e-01 -1.1262e+00 +8.8980e-03 -3.8285e+00 -2.4444e+00 -4.4859e+00 -1.5700e+00 -1.7283e+00 -2.0035e+00 +4.3041e+00 -1.0301e+00 -9.6997e-01 +7.0037e-02 -1.6069e+00 -4.9024e+00 +1.8978e+00 -8.6467e-01 -3.1659e+00 -5.8224e+00
188 +3.718569772e+01 +3.718569772e+01 +7.796569772e+01 +7.796569772e+01 -1.2097e+00 -2.7147e+00 -2.3567e+00 -2.7984e+00 -3.7486e+00 -5.7837e-01 -5.5944e+00 -3.5564e+00 -8.6999e-01 -2.3113e+00 +4.1816e+00 +1.5758e-01 -3.8190e+00 -1.6365e+00 -1.8793e+00 -4.3970e+00 +8.4222e-01 -7.4956e-02 -2.0777e+00 -4.0121e+00
207 +3.638066278e+01 +3.638066278e+01 +7.716066278e+01 +7.716066278e+01 -1.1781e+00 -1.9026e+00 -2.6736e+00 -2.0317e+00 -3.5090e+00 -2.1448e-01 -5.5504e+00 -3.9191e+00 -1.2775e+00 -2.1329e+00 +4.8049e+00 +6.4971e-01 -2.2451e+00 -1.6200e+00 -1.0772e-01 -3.7105e+00 +1.7346e-01 -5.1043e-01 -2.5511e+00 -4.4286e+00
233 +2.999648179e+01 +2.999648179e+01 +7.077648179e+01 +7.077648179e+01 -1.4983e-01 -3.3004e+00 -2.7589e+00 -1.8905e+00 -3.7249e+00 -1.2162e-01 -4.0712e+00 -3.6697e+00 -1.6797e+00 -3.5419e+00 +5.4154e+00 +1.5082e-02 -3.1614e-01 -1.1475e+00 -3.4777e-01 -2.9098e+00 -1.1683e+00 +1.2932e-01 -3.1815e+00 -4.5379e+00
242 +2.928169445e+01 +2.928169445e+01 +7.006169445e+01 +7.006169445e+01 -8.3551e-01 -2.9630e+00 -2.5659e+00 -2.1478e+00 -4.0798e+00 -2.6614e-01 -4.7497e+00 -4.4367e+00 -2.2457e+00 -3.7645e+00 +5.4589e+00 -7.1279e-01 -3.4638e-01 -7.5718e-01 -8.5750e-01 -2.8350e+00 -6.9452e-01 +8.9378e-01 -3.1070e+00 -3.4171e+00
245 +2.550079551e+01 +2.550079551e+01 +6.628079551e+01 +6.628079551e+01 -1.8770e-01 -2.8403e+00 -1.8597e+00 -2.2152e+00 -3.0047e+00 -4.0762e-01 -4.9357e+00 -3.9427e+00 -1.4269e+00 -2.9440e+00 +4.2184e+00 +8.6460e-01 -1.1191e+00 -1.8731e+00 -1.0344e+00 -3.1267e+00 -5.3405e-01 -3.8905e-01 -3.5394e+00 -2.5512e+00
253 +2.386623565e+01 +2.386623565e+01 +6.464623565e+01 +6.464623565e+01 +1.6219e-01 -3.0958e+00 -1.2336e+00 -1.3866e+00 -3.1908e+00 -3.3490e-01 -4.7965e+00 -3.3882e+00 -7.6713e-01 -3.3420e+00 +3.1431e+00 +5.3288e-01 -9.2989e-01 -1.7827e+00 -9.9115e-01 -3.0460e+00 -1.5484e-01 -8.7030e-02 -3.6369e+00 -1.8591e+00
270 +2.247253001e+01 +2.247253001e+01 +6.325253001e+01 +6.325253001e+01 +1.3283e-01 -2.1445e+00 -2.4233e+00 -2.0165e+00 -3.3551e+00 +1.1810e-01 -4.2022e+00 -2.3287e+00 -1.8085e+00 -2.8056e+00 +3.4288e+00 +4.0468e-01 -5.1845e-01 -1.1355e+00 -8.2447e-01 -2.9321e+00 -5.9458e-01 -7.2417e-01 -1.8817e+00 -2.5689e+00
273 +2.126018723e+01 +2.126018723e+01 +6.204018723e+01 +6.204018723e+01 +4.7567e-01 -1.5830e+00 -2.2761e+00 -1.6160e+00 -4.1176e+00 -1.6182e-01 -3.5756e+00 -2.6276e+00 -1.5228e+00 -2.6516e+00 +3.1742e+00 +3.4264e-01 -3.2606e-01 -2.7307e-01 -6.2489e-01 -3.0797e+00 -6.6290e-01 -1.0962e+00 -1.4615e+00 -2.4446e+00
290 +1.526424132e+01 +1.526424132e+01 +5.604424132e+01 +5.604424132e+01 +8.3900e-01 -1.6126e+00 -1.9350e+00 -1.4029e+00 -4.3491e+00 +4.9267e-02 -3.9167e+00 -2.6660e+00 -1.3296e+00 -2.7427e+00 +3.2987e+00 +6.6546e-02 -1.3208e+00 -1.8506e-01 -7.0691e-01 -3.2773e+00 -4.6321e-01 -9.0671e-01 -1.0863e+00 -2.4623e+00
294 +1.384864413e+01 +1.384864413e+01 +5.462864413e+01 +5.462864413e+01 +1.3168e+00 -2.1691e+00 -2.2490e+00 -1.1805e+00 -4.8012e+00 +7.7834e-02 -3.9488e+00 -2.6291e+00 -3.6471e-01 -2.9864e+00 +4.3300e+00 -1.4695e+00 -7.3704e-01 +5.9365e-01 -8.8975e-01 -3.9840e+00 -6.4181e-01 -6.3674e-01 -1.4239e+00 -1.7746e+00
310 +1.209275891e+01 +1.209275891e+01 +5.287275891e+01 +5.287275891e+01 +6.5705e-01 -2.2475e+00 -2.5818e+00 -9.9832e-01 -3.7621e+00 -1.1654e-01 -4.4776e+00 -3.0916e+00 -6.7395e-01 -2.9197e+00 +4.7464e+00 -1.2521e+00 -4.5844e-01 +1.5986e-01 -1.2622e-01 -3.8192e+00 +8.8671e-02 -8.4130e-01 -2.0773e-01 -2.8809e+00
397 +1.126862754e+01 +1.126862754e+01 +5.204862754e+01 +5.204862754e+01 +7.5219e-02 -1.4097e+00 -1.8242e+00 -5.6991e-01 -4.0852e+00 -1.5393e-01 -3.7585e+00 -3.4310e+00 -3.3561e-01 -3.4833e+00 +3.8642e+00 -1.0778e+00 -1.0704e+00 -1.3381e+00 -1.0228e+00 -4.1556e+00 +8.8451e-02 -1.5645e+00 +9.8304e-01 -2.5773e+00
409 +8.667328682e+00 +8.667328682e+00 +4.944732868e+01 +4.944732868e+01 +4.0790e-01 -1.4391e+00 -2.4915e+00 -6.5652e-01 -4.4084e+00 -2.8338e-01 -3.9466e+00 -3.3535e+00 -6.0216e-01 -3.9881e+00 +3.7490e+00 -1.8642e+00 -5.7188e-01 -1.3881e+00 -1.3546e+00 -4.7191e+00 -2.5564e-01 -1.7607e+00 +2.4535e-01 -2.4064e+00
419 +8.198902661e+00 +8.198902661e+00 +4.897890266e+01 +4.897890266e+01 +1.2731e-01 -1.8280e+00 -2.3710e+00 -5.7754e-01 -3.8378e+00 -6.9352e-01 -4.0882e+00 -2.7624e+00 -1.0421e+00 -3.7788e+00 +3.2790e+00 -2.2085e+00 -1.2552e+00 -1.6963e+00 -1.2845e+00 -4.0115e+00 +4.6511e-02 -1.7687e+00 +6.2380e-01 -2.4474e+00
425 +7.922381795e+00 +7.922381795e+00 +4.870238180e+01 +4.870238180e+01 +4.3404e-01 -1.5296e+00 -2.2380e+00 -6.5078e-01 -3.4234e+00 -3.9662e-01 -3.8326e+00 -3.1362e+00 -1.0149e+00 -3.6116e+00 +3.1776e+00 -1.5737e+00 -1.5077e+00 -1.3990e+00 -1.1793e+00 -4.5250e+00 +5.8232e-01 -1.1856e+00 +2.9317e-01 -2.7098e+00
433 +7.643131300e+00 +7.643131300e+00 +4.842313130e+01 +4.842313130e+01 +1.1929e+00 -1.9833e+00 -2.3798e+00 -7.2678e-01 -3.1527e+00 -1.0017e+00 -4.1369e+00 -3.5153e+00 -4.6667e-01 -4.0977e+00 +3.7286e+00 -1.4832e+00 -1.9583e+00 -1.6025e+00 -1.7997e+00 -4.4582e+00 -4.3948e-01 -1.9130e+00 +2.0526e-01 -2.3836e+00
459 +7.219880355e+00 +7.219880355e+00 +4.799988035e+01 +4.799988035e+01 +1.1412e+00 -2.1149e+00 -1.7604e+00 -1.4068e+00 -3.2047e+00 -3.2576e-01 -4.5854e+00 -3.3702e+00 -1.0986e+00 -4.9278e+00 +4.0691e+00 -1.6214e+00 -1.7899e+00 -1.1024e+00 -1.5580e+00 -4.5869e+00 -1.4232e-01 -1.5442e+00 +3.7216e-01 -2.2652e+00
462 +7.021105863e+00 +7.021105863e+00 +4.780110586e+01 +4.780110586e+01 +1.2430e+00 -2.2894e+00 -1.9537e+00 -1.7181e+00 -3.3695e+00 -1.5663e-01 -4.5555e+00 -3.1099e+00 -1.0411e+00 -4.7787e+00 +4.2214e+00 -1.4375e+00 -1.6724e+00 -8.6874e-01 -1.7030e+00 -4.7185e+00 -5.2777e-02 -1.2894e+00 +4.9535e-01 -1.8173e+00
