% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.021155843e+01 +8.021155843e+01 +1.209915584e+02 +1.209915584e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.711087462e+01 +7.711087462e+01 +1.178908746e+02 +1.178908746e+02 +2.7393e-01 +4.0637e+00 +9.1539e-01 -7.6537e-01 -6.8910e+00 +1.2810e+00 -5.3804e+00 -1.2736e+00 +1.9255e+00 -4.5052e+00 +5.4494e-01 -2.0398e+00 +3.7455e-01 +6.2183e-01 +1.4557e+00 +3.9485e-01 -2.2481e+00 +1.2808e+00 +1.2169e+00 +2.6588e+00
13 +7.302041306e+01 +7.302041306e+01 +1.138004131e+02 +1.138004131e+02 +1.0826e-01 +1.4223e+00 +1.4274e+00 -4.9626e-03 -5.7415e+00 +1.1301e+00 -4.1122e+00 -1.0932e+00 +2.4838e+00 -2.9655e+00 +6.2722e-01 -1.5875e+00 +5.2000e-01 -8.0292e-01 +2.1952e+00 +7.3444e-01 -7.1604e-02 -7.2683e-01 +1.8322e+00 +1.3794e+00
17 +6.910109932e+01 +6.910109932e+01 +1.098810993e+02 +1.098810993e+02 +5.7207e-01 +1.4842e+00 +2.5595e+00 -5.8382e-01 -3.6887e+00 +5.7209e-01 -2.7793e+00 -2.0822e-01 +8.9290e-01 -3.3853e-01 +1.3284e+00 -1.5267e+00 -3.9594e-02 -9.0523e-01 -1.6384e+00 +2.8677e-01 +5.6560e-01 +7.9603e-01 +2.9192e-01 +1.3058e+00
23 +6.218228449e+01 +6.218228449e+01 +1.029622845e+02 +1.029622845e+02 -2.7393e-01 +2.6167e+00 +2.3966e+00 -1.7752e+00 -4.3219e+00 +1.5559e+00 -4.1711e+00 -2.5823e+00 +1.1204e+00 -2.8364e-01 +8.3053e-01 -2.4744e+00 +3.2826e-01 +1.6669e-02 -2.6451e+00 +9.7793e-02 -9.0458e-01 +6.5188e-01 +3.0274e-01 +3.7930e-01
82 +5.732665491e+01 +5.732665491e+01 +9.810665491e+01 +9.810665491e+01 -3.8421e-01 -3.2254e-01 +3.2264e+00 -1.7075e+00 -1.0886e+00 +2.5424e+00 -3.5414e+00 -3.7865e+00 -1.3570e+00 -1.5491e+00 +1.3072e+00 -4.5578e+00 -2.8716e+00 -1.1219e+00 -2.7000e+00 -1.2056e+00 +1.3585e+00 -1.5114e+00 +2.1686e+00 +3.8617e-01
124 +4.697989111e+01 +4.697989111e+01 +8.775989111e+01 +8.775989111e+01 -4.8599e-01 -1.4257e+00 +4.5102e+00 -3.3869e+00 +1.8018e-01 +2.9051e+00 -4.1484e-01 -5.7760e+00 +1.4185e+00 -1.9647e+00 -3.6797e-01 -4.5981e+00 +5.0010e-01 +5.2845e-01 +6.4790e-01 -7.7645e-02 +7.5834e-01 +3.3159e+00 +1.6214e+00 +6.8690e-01
130 +3.704539684e+01 +3.704539684e+01 +7.782539684e+01 +7.782539684e+01 -7.5170e-01 -1.2084e+00 +2.9547e+00 -1.5337e+00 -1.2233e+00 +2.3794e+00 -1.2344e+00 -5.1142e+00 +2.3785e-01 -1.0432e+00 -6.8656e-01 -4.6595e+00 -8.8085e-01 -1.1634e+00 +5.9760e-01 +2.1112e-01 +7.9886e-01 +5.7707e-01 +2.2781e+00 -1.1916e-01
277 +2.949112758e+01 +2.949112758e+01 +7.027112758e+01 +7.027112758e+01 -1.0019e+00 +3.4171e-01 +3.9482e+00 -1.2478e+00 -3.1122e+00 -1.5819e-01 -2.7522e+00 -2.8846e+00 +9.7258e-01 +4.5643e-02 +9.3899e-01 -3.5341e+00 -7.6443e-01 -1.9235e+00 +2.8932e-01 -2.3749e-01 +1.3743e+00 +1.8532e+00 +8.3045e-01 +1.1416e+00
473 +2.740385681e+01 +2.740385681e+01 +6.818385681e+01 +6.818385681e+01 -2.1644e+00 -2.7847e+00 +4.1264e+00 -2.3085e-01 +1.9248e-01 +6.2133e-01 -1.2747e+00 -2.2458e+00 +1.2976e+00 -4.3396e+00 +1.0674e+00 -2.5357e+00 +6.8853e-01 +3.6329e+00 -2.1232e+00 -8.4698e-02 +1.1652e+00 +1.0135e+00 +1.3551e+00 -8.0152e-01
484 +2.626244298e+01 +2.626244298e+01 +6.704244298e+01 +6.704244298e+01 -2.8319e+00 -2.3369e+00 +3.7621e+00 +4.3694e-02 -8.5378e-01 +5.3796e-01 -8.3021e-01 -2.2865e+00 +2.0636e+00 -4.0290e+00 +1.7147e+00 -1.2145e+00 +2.3371e+00 +5.0773e+00 -2.2311e+00 -1.1181e+00 -1.2034e-01 +1.8280e+00 +1.2680e+00 -5.0333e-01
795 +2.478076504e+01 +2.478076504e+01 +6.556076504e+01 +6.556076504e+01 -1.7950e+00 -1.0299e+00 +3.9212e+00 -2.6533e+00 +5.5708e-01 +2.7354e+00 -8.0032e-01 -3.1120e+00 +1.1522e+00 -1.0363e+00 +3.7982e+00 -4.1731e+00 -2.0298e+00 +2.0663e+00 -1.0225e+00 -8.8109e-02 +1.6213e+00 +1.5233e+00 -2.0249e+00 -5.0249e-01
1003 +2.316137745e+01 +2.316137745e+01 +6.394137745e+01 +6.394137745e+01 -2.8912e+00 -2.3062e+00 +2.5993e+00 -8.5497e-01 -2.3694e+00 -9.2657e-01 +3.7403e-01 +1.2480e-01 -2.0194e-01 -4.2015e+00 +2.6526e+00 -3.5603e+00 -1.0612e+00 +4.1614e+00 -2.1476e+00 -2.0412e+00 +1.8423e+00 +4.9193e-01 +8.5297e-01 +7.0134e-01
1234 +2.020887124e+01 +2.020887124e+01 +6.098887124e+01 +6.098887124e+01 -2.8063e+00 -6.5494e-01 +3.6969e+00 -1.1157e+00 -2.1353e+00 +2.0429e+00 -3.5857e+00 -2.9206e+00 +2.5835e+00 -2.5338e+00 +2.0861e+00 -3.9888e+00 -2.3078e-01 +4.0838e+00 -1.8710e+00 -2.0468e+00 -5.4597e-01 +1.2062e+00 +1.0148e+00 +1.7033e+00
1246 +9.993878178e+00 +9.993878178e+00 +5.077387818e+01 +5.077387818e+01 -3.0603e+00 -1.0130e-01 +3.5748e+00 -1.2059e+00 -2.2030e+00 +1.5533e+00 -3.4087e+00 -1.9342e+00 +2.7742e+00 -2.2212e+00 +2.6464e+00 -3.1630e+00 +1.1890e+00 +4.1791e+00 -1.4762e+00 -1.4909e+00 +2.4076e-01 +3.1602e+00 +1.2017e+00 +2.2111e+00
1687 +9.736020566e+00 +9.736020566e+00 +5.051602057e+01 +5.051602057e+01 -9.9383e-01 -1.8486e+00 +4.2474e+00 -3.3119e-01 -1.9682e+00 +1.1903e+00 -1.0858e-01 -2.8016e+00 +1.1874e+00 -3.5059e+00 +1.8851e+00 -2.4516e+00 -6.7433e-01 +7.6186e-01 -1.1979e+00 -9.8364e-01 +2.5096e+00 +1.6216e+00 +1.6675e+00 +9.7591e-01
2064 +8.108493985e+00 +8.108493985e+00 +4.888849398e+01 +4.888849398e+01 -1.0388e+00 -3.7094e+00 +4.8599e+00 -2.2107e-01 -4.3430e+00 +3.6775e-01 -1.7993e+00 -2.4550e+00 +2.6112e+00 -5.2835e+00 +2.0013e+00 -7.5012e-01 -9.5459e-02 +3.0586e+00 +6.5002e-01 -2.4970e-01 +3.8105e+00 +5.7961e-01 +1.4945e+00 +3.0853e+00
