% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.960016909e+06 +4.960016909e+06 +4.959961969e+06 +4.959961969e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +3.669481778e+06 +3.669481778e+06 +3.669426838e+06 +3.669426838e+06 +1.2433e+00 -1.2484e+00 -9.2103e-01 +2.2138e-01 +6.7213e-01 +2.5450e+00 -1.1246e+00 +5.3617e-01 -8.2486e-01 -1.6309e-02 -6.7776e-01 -4.1727e-01 +1.3777e+00 +8.7335e-01 -7.7265e-01 +9.9432e-01 +7.5169e-01 -6.1738e-01 +2.5265e-01 +7.8079e-02
18 +2.102813147e+06 +2.102813147e+06 +2.102758207e+06 +2.102758207e+06 +9.4843e-01 -9.6521e-01 -1.3253e+00 -8.7848e-01 +1.2664e+00 +1.4889e+00 -4.4901e-01 +1.6675e-01 -1.4324e+00 +1.9437e+00 -2.0999e+00 +5.7369e-01 +5.0706e-01 +2.2494e+00 -8.5941e-01 +5.6057e-01 -5.5510e-01 -2.0375e-01 -6.8198e-01 -1.3431e+00
19 +2.084342220e+06 +2.084342220e+06 +2.084287280e+06 +2.084287280e+06 +6.4932e-01 -2.0365e+00 -1.0499e+00 +8.0602e-01 -9.4249e-01 +2.4345e+00 -1.2865e+00 -1.3881e-01 -1.6445e+00 +2.1630e-01 +6.7613e-01 +3.8881e-02 +1.2883e+00 -9.1213e-02 +1.8274e-01 -8.2425e-01 -1.8256e+00 +3.3693e-01 +1.8394e-01 +8.0025e-01
21 +2.016346849e+06 +2.016346849e+06 +2.016291909e+06 +2.016291909e+06 -1.8730e-01 -6.5078e-01 -2.0090e-01 +1.9493e-01 +1.9763e+00 +2.5232e+00 -2.0116e+00 -1.7700e-01 -1.5044e+00 -7.2839e-01 -8.4474e-01 +3.1835e-01 +2.0431e+00 +1.6440e+00 -7.5353e-01 +1.2648e+00 +1.2460e+00 -1.8933e-01 -1.3599e-01 +2.5543e-02
30 +1.909977982e+06 +1.909977982e+06 +1.909923042e+06 +1.909923042e+06 -1.9943e+00 -1.0356e+00 -4.1171e-01 +6.7620e-01 +1.1731e+00 +2.2334e+00 -1.3595e+00 +1.8548e-01 -2.1364e+00 -1.0566e-01 -1.3392e+00 -4.6863e-01 +2.3221e+00 +2.0973e+00 -6.8458e-01 -4.1359e-01 +1.6563e+00 -9.7563e-01 -2.4339e-01 -1.2341e-01
33 +1.893063433e+06 +1.893063433e+06 +1.893008493e+06 +1.893008493e+06 -3.9380e+00 +2.0977e-01 -2.2282e-01 +1.4172e-01 +1.8184e+00 +2.5487e+00 -2.0926e+00 -1.1033e+00 -2.7271e+00 +7.8141e-01 -6.1446e-01 +1.3402e-01 +8.6923e-01 +1.5585e+00 -1.9934e-01 +3.0564e-01 +5.1560e-01 -1.0188e+00 +1.0234e+00 -3.3940e-01
42 +1.228491325e+06 +1.228491325e+06 +1.228436385e+06 +1.228436385e+06 -2.1151e+00 +6.1971e-01 +6.2829e-01 -2.7290e-01 +1.7966e+00 +4.2295e+00 -2.2944e+00 -1.9711e+00 -3.2040e+00 +1.2604e+00 -7.7509e-01 +6.7013e-02 +2.1706e+00 +1.9817e+00 -6.9996e-02 +1.6431e+00 +1.7856e+00 -8.7242e-01 +1.5699e+00 +5.8317e-01
46 +8.580457212e+05 +8.580457212e+05 +8.579907812e+05 +8.579907812e+05 -4.8183e+00 -8.9739e-01 +3.9502e-02 +1.7844e+00 +4.2641e-01 +1.7506e+00 -2.0454e+00 -2.5630e+00 -2.0723e+00 +8.6137e-01 -7.2480e-01 -4.2010e-01 +1.4793e+00 +1.2025e+00 +3.2447e-01 +1.3078e-01 +9.9325e-01 -1.5712e+00 +1.9868e+00 -5.0366e-01
81 +6.968442071e+05 +6.968442071e+05 +6.967892671e+05 +6.967892671e+05 -4.1789e+00 -1.3872e+00 -1.2665e+00 +2.3057e+00 +1.0010e+00 -1.0692e+00 -1.7312e+00 -4.2213e+00 -2.4064e+00 +2.5188e+00 -3.0277e+00 -1.2102e+00 +2.1100e+00 +2.6118e+00 -1.7902e-01 +6.7731e-01 +1.1831e+00 -2.1802e+00 +2.3256e+00 -5.6948e-01
