% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.423771670e+02 +6.423771670e+02 +1.642377167e+03 +1.642377167e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
34 +5.799268062e+02 +5.799268062e+02 +1.579926806e+03 +1.579926806e+03 -9.6141e-01 +8.8721e-01 -1.9890e+00 +3.6014e+00 +1.6965e+00 -3.3548e-01 +8.3958e-01 +2.0426e+00 +4.6331e-01 -1.8908e-01 -7.4626e-01 -6.2311e-01 -4.5729e+00 -3.2747e-02 -1.4394e+00 -1.6924e-01 +9.3345e-01 -3.1129e+00 +1.2199e+00 +2.8020e-01
49 +5.202730768e+02 +5.202730768e+02 +1.520273077e+03 +1.520273077e+03 +1.9656e-01 +9.1733e-01 -1.7388e+00 +3.8593e+00 +2.8783e+00 -2.5032e-01 +6.5427e-01 +3.2627e+00 +1.5150e+00 +2.5222e+00 -3.6905e-01 -1.3083e+00 -4.5935e+00 -1.4097e+00 -1.4334e+00 +3.0230e-01 +1.1008e+00 -3.0640e+00 +4.7569e-01 +3.8285e-01
55 +4.943592299e+02 +4.943592299e+02 +1.494359230e+03 +1.494359230e+03 +1.0805e+00 +1.3491e+00 -2.0068e+00 +3.4747e+00 +4.2078e+00 -1.4171e+00 +1.2861e+00 +1.0657e+00 +2.0031e-01 +8.3929e-01 -2.8291e-01 -4.0079e-01 -3.3312e+00 -1.5516e+00 -2.5029e+00 +1.0620e+00 +4.4447e-01 -2.9202e+00 -4.0659e-01 +4.3951e-01
56 +4.549260578e+02 +4.549260578e+02 +1.454926058e+03 +1.454926058e+03 +5.5667e-01 +7.9793e-01 -5.4895e-01 +4.7308e+00 +3.1599e+00 -6.0389e-01 +1.0782e+00 +1.7454e+00 -6.9830e-01 +2.8095e+00 -5.8310e-02 -2.4301e+00 -5.1127e+00 -1.8430e+00 -1.2797e+00 +3.4303e-01 +6.3335e-01 -1.7235e+00 -2.1169e-01 +1.2057e+00
184 +4.306554197e+02 +4.306554197e+02 +1.430655420e+03 +1.430655420e+03 -2.2419e+00 -1.4540e-01 -2.3958e+00 +3.9145e+00 +2.6648e+00 -1.3728e+00 -7.2428e-01 +1.4056e+00 -2.8662e+00 +6.4426e-01 -1.9889e+00 -2.1787e+00 -4.5647e+00 -1.0860e+00 +1.3354e+00 +8.5981e-01 +3.4142e+00 -1.7875e+00 -2.0473e-01 +2.1454e+00
195 +3.978743468e+02 +3.978743468e+02 +1.397874347e+03 +1.397874347e+03 -1.5397e+00 -3.4594e-01 -2.6216e+00 +3.5554e+00 +2.0259e+00 -1.6033e+00 -3.3659e-01 +2.0633e+00 -3.2342e+00 -1.0067e-01 -2.8630e+00 -2.3286e+00 -4.1564e+00 -1.7274e+00 +7.3464e-01 +8.2577e-01 +3.6275e+00 -1.3466e+00 -8.1659e-01 +2.1570e+00
202 +3.743854935e+02 +3.743854935e+02 +1.374385494e+03 +1.374385494e+03 -1.3504e+00 +9.9184e-02 -2.9151e+00 +2.7261e+00 +1.4606e+00 -2.3224e+00 -1.2080e+00 +2.7774e+00 -3.0402e+00 -9.4377e-02 -2.2418e+00 -2.0568e+00 -3.7646e+00 -3.1380e+00 -5.2978e-01 +2.3353e-01 +3.4627e+00 -6.8271e-01 -9.5761e-01 +2.0539e+00
231 +3.358798015e+02 +3.358798015e+02 +1.335879801e+03 +1.335879801e+03 -1.2511e+00 -7.1823e-01 -1.8749e+00 +4.1669e+00 +2.7987e+00 -3.9950e+00 -1.8653e+00 +2.4692e+00 -2.9702e+00 -8.2551e-01 -2.5039e+00 -1.3308e+00 -2.2472e+00 -2.5853e+00 -5.5222e-01 +6.8553e-01 +4.5173e+00 -3.6620e-01 -2.0202e+00 +2.1714e+00
240 +3.273178665e+02 +3.273178665e+02 +1.327317867e+03 +1.327317867e+03 -8.5711e-01 -7.1511e-01 -1.6640e+00 +5.1683e+00 +2.6566e+00 -4.6927e+00 -2.4189e+00 +2.5837e+00 -2.8987e+00 -9.7439e-01 -3.4301e+00 -2.0328e+00 -1.4614e+00 -2.9638e+00 +1.0693e+00 -6.1852e-01 +5.5754e+00 +9.7145e-01 -2.8222e+00 +1.9984e+00
391 +2.869192176e+02 +2.869192176e+02 +1.286919218e+03 +1.286919218e+03 -2.4431e+00 +1.5875e+00 +8.0840e-02 +2.9411e+00 +3.1022e+00 -3.6767e+00 -9.5857e-01 +2.9443e+00 -6.9643e+00 -6.8723e-01 -2.9885e+00 -8.4361e-01 -1.6481e+00 -2.5689e+00 +2.5012e+00 +3.6702e-01 +3.1790e+00 +3.7874e+00 -1.9453e+00 +1.6570e+00
463 +2.709642852e+02 +2.709642852e+02 +1.270964285e+03 +1.270964285e+03 -1.0612e+00 +1.8115e+00 -5.6170e-02 +3.7651e+00 +3.7850e+00 -4.1127e+00 -9.2476e-01 +3.4836e+00 -6.8412e+00 -7.7453e-01 -2.7701e+00 -1.5945e+00 -1.7936e+00 -2.4690e+00 +2.7099e+00 -6.0994e-01 +3.2347e+00 +2.4469e+00 -2.4916e+00 +1.9354e-01
708 +2.686596196e+02 +2.686596196e+02 +1.268659620e+03 +1.268659620e+03 -2.0481e+00 +2.1119e+00 +1.7152e+00 +4.5047e+00 +4.5979e+00 -5.2029e+00 -1.9576e+00 +1.3151e+00 -5.8949e+00 -1.5379e+00 -3.1419e+00 +5.0958e-01 -1.4323e-01 -1.9408e+00 +4.0352e+00 -8.7977e-01 +3.2230e+00 +2.1585e+00 -1.3467e+00 +6.1974e-01
846 +2.430978321e+02 +2.430978321e+02 +1.243097832e+03 +1.243097832e+03 -3.0355e+00 +1.8554e+00 +1.8038e+00 +3.3150e+00 +4.1512e+00 -4.2134e+00 -1.7794e+00 +2.6472e+00 -5.3819e+00 -2.1982e+00 -3.2021e+00 +7.6324e-02 -1.3445e+00 -2.9782e+00 +2.9530e+00 -1.7014e+00 +3.7460e+00 +2.6175e+00 -9.1529e-01 +9.5056e-01
939 +2.263465526e+02 +2.263465526e+02 +1.226346553e+03 +1.226346553e+03 -2.5245e+00 +2.5559e+00 +2.2539e+00 +4.0322e+00 +3.5072e+00 -5.0235e+00 -1.1441e+00 +1.9538e+00 -3.6781e+00 -1.5461e+00 -2.5088e+00 +3.6936e-01 -2.6616e+00 -3.3678e+00 +1.3575e+00 -4.1566e-01 +2.7014e+00 +5.7326e-01 -1.3648e+00 +1.4766e+00
1306 +2.229718264e+02 +2.229718264e+02 +1.222971826e+03 +1.222971826e+03 -1.4813e+00 +1.9559e+00 +2.5700e+00 +1.9417e+00 +5.4265e+00 -3.5204e+00 -1.0703e+00 +1.3987e+00 -3.3447e+00 -1.1031e+00 -2.7472e+00 +4.9878e-01 -2.0635e+00 -3.4280e+00 +4.1214e+00 +2.1400e+00 +2.7504e+00 +1.9777e+00 -1.2056e+00 +7.8121e-01
1775 +2.155820702e+02 +2.155820702e+02 +1.215582070e+03 +1.215582070e+03 -1.4220e+00 +3.2129e+00 +1.9374e+00 +2.4356e+00 +4.7587e+00 -3.4685e+00 +3.3154e-01 +1.9923e+00 -3.1376e+00 -1.7120e+00 -3.2354e+00 -5.4805e-01 -2.4246e+00 -3.1051e+00 +4.4517e+00 +8.7091e-01 +2.8919e+00 +1.5603e+00 -5.1608e-01 +1.8565e+00
1828 +2.104905493e+02 +2.104905493e+02 +1.210490549e+03 +1.210490549e+03 -1.2539e+00 +3.3130e+00 +2.0194e+00 +2.4702e+00 +4.8209e+00 -3.2472e+00 +3.7246e-01 +1.9811e+00 -3.1900e+00 -1.7338e+00 -3.2164e+00 -6.8324e-01 -2.4400e+00 -3.1260e+00 +4.4447e+00 +8.2787e-01 +2.9065e+00 +1.4973e+00 -5.3536e-01 +1.8886e+00
1834 +2.055215254e+02 +2.055215254e+02 +1.205521525e+03 +1.205521525e+03 -1.2852e+00 +3.2451e+00 +2.0152e+00 +2.4905e+00 +4.7996e+00 -3.2669e+00 +4.1452e-01 +1.9330e+00 -3.2168e+00 -1.7276e+00 -3.2507e+00 -5.9449e-01 -2.3534e+00 -3.1194e+00 +4.4324e+00 +8.5640e-01 +2.9089e+00 +1.5274e+00 -5.2576e-01 +1.8706e+00
1842 +2.019473316e+02 +2.019473316e+02 +1.201947332e+03 +1.201947332e+03 -1.3042e+00 +3.2541e+00 +2.0058e+00 +2.5140e+00 +4.7259e+00 -3.1887e+00 +3.6779e-01 +1.9476e+00 -3.2479e+00 -1.7605e+00 -3.2328e+00 -6.3060e-01 -2.2877e+00 -3.0745e+00 +4.4796e+00 +8.4960e-01 +2.9599e+00 +1.5703e+00 -5.5903e-01 +1.8966e+00
1857 +1.974464311e+02 +1.974464311e+02 +1.197446431e+03 +1.197446431e+03 -1.2672e+00 +3.2262e+00 +2.0015e+00 +2.5311e+00 +4.6490e+00 -3.2032e+00 +3.3931e-01 +1.9175e+00 -3.3025e+00 -1.7318e+00 -3.2715e+00 -6.7041e-01 -2.3117e+00 -3.1166e+00 +4.4758e+00 +8.6365e-01 +2.9776e+00 +1.5533e+00 -5.8388e-01 +1.9291e+00
1859 +1.891728635e+02 +1.891728635e+02 +1.189172864e+03 +1.189172864e+03 -1.3275e+00 +3.2225e+00 +2.0764e+00 +2.5097e+00 +4.7292e+00 -3.2186e+00 +3.9304e-01 +1.9345e+00 -3.2812e+00 -1.8027e+00 -3.2766e+00 -6.3441e-01 -2.3207e+00 -3.0867e+00 +4.3922e+00 +8.3596e-01 +3.0027e+00 +1.5238e+00 -5.5240e-01 +1.8932e+00
1869 +1.768375608e+02 +1.768375608e+02 +1.176837561e+03 +1.176837561e+03 -1.3356e+00 +3.2002e+00 +2.0508e+00 +2.4217e+00 +4.6875e+00 -3.2672e+00 +3.6326e-01 +1.9082e+00 -3.2747e+00 -1.8517e+00 -3.1874e+00 -6.0683e-01 -2.3315e+00 -3.1569e+00 +4.4475e+00 +8.9255e-01 +3.0260e+00 +1.5451e+00 -5.0894e-01 +1.9194e+00
2032 +1.732654602e+02 +1.732654602e+02 +1.173265460e+03 +1.173265460e+03 -1.2022e+00 +3.1526e+00 +1.9510e+00 +2.4728e+00 +4.6498e+00 -3.2650e+00 +3.7396e-01 +1.9827e+00 -3.3109e+00 -1.8193e+00 -3.2104e+00 -6.8932e-01 -2.2936e+00 -2.9835e+00 +4.3825e+00 +8.8444e-01 +2.9892e+00 +1.4354e+00 -6.6188e-01 +2.0003e+00
2048 +1.629081426e+02 +1.629081426e+02 +1.162908143e+03 +1.162908143e+03 -1.1468e+00 +3.1058e+00 +2.0088e+00 +2.4600e+00 +4.6439e+00 -3.2749e+00 +4.0078e-01 +1.9600e+00 -3.3534e+00 -1.8307e+00 -3.2436e+00 -6.7221e-01 -2.2434e+00 -2.9960e+00 +4.3344e+00 +9.3119e-01 +2.9882e+00 +1.3980e+00 -6.4672e-01 +1.9496e+00
